代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14037655.519999999552965
真實報酬,4037655.519999999552965

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,16277.938591279122193
風險,117713.867942257056711
起點值,0.138283949680967
找到最佳解世代,1887
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,8
AAPL[0](8),BA[2](3),DD[7](9),KO[14](12),MCD[15](2),MMM[16](4),UNH[23](5),V[25](1),
FS( 135 ),1609525.009999999776483,1664314.889999999897555,1434836.939999999711290,1337618.719999999972060,1622402.359999999869615,1486082.600000000093132,1442775.800000000046566,1522479.590000000083819,12120035.909999998286366
FS( 136 ),1615120.729999999981374,1658263.010000000009313,1426760.799999999813735,1335824.479999999981374,1608818.659999999916181,1483485.199999999953434,1446646.800000000046566,1534271.840000000083819,12109191.519999999552965
FS( 137 ),1625236.070000000065193,1679285.329999999841675,1449008.280000000027940,1340609.120000000111759,1608087.229999999748543,1489031.000000000000000,1464763.080000000074506,1544806.250000000000000,12200826.359999999403954
FS( 138 ),1617918.589999999850988,1674507.529999999795109,1440779.759999999776483,1340310.080000000074506,1611430.909999999916181,1491488.000000000000000,1482647.100000000093132,1542605.030000000027940,12201686.999999998137355
FS( 139 ),1617165.320000000065193,1689318.709999999729916,1435294.079999999841675,1346589.920000000158325,1608400.699999999720603,1482432.199999999953434,1484814.860000000102445,1566032.299999999813735,12230048.089999996125698
FS( 140 ),1636750.339999999850988,1689637.229999999981374,1436970.259999999776483,1340908.160000000149012,1586771.269999999785796,1474289.000000000000000,1477924.479999999981374,1578139.010000000009313,12221389.750000000000000
FS( 141 ),1643744.989999999990687,1691866.869999999878928,1450684.459999999962747,1352869.760000000009313,1662213.049999999813735,1399806.799999999813735,1474130.900000000139698,1572164.270000000018626,12247481.099999999627471
FS( 142 ),1651492.909999999916181,1859010.239999999757856,1441389.280000000027940,1367821.760000000009313,1635463.609999999869615,1397279.600000000093132,1476840.600000000093132,1585686.049999999813735,12414984.049999997019768
FS( 143 ),1620286.009999999776483,1919130.889999999897555,1434379.799999999813735,1379185.280000000027940,1640061.169999999692664,1404440.000000000000000,1462750.160000000149012,1565560.609999999869615,12425793.919999998062849
FS( 144 ),1608879.349999999860302,1921280.899999999906868,1425237.000000000000000,1375895.840000000083819,1628567.269999999785796,1402123.399999999906868,1479937.400000000139698,1558956.950000000186265,12400878.109999999403954
FS( 145 ),1600593.379999999655411,1930756.869999999878928,1393999.099999999860302,1370812.160000000149012,1621148.479999999748543,1412302.399999999906868,1485047.120000000111759,1565403.380000000121072,12380062.889999998733401
FS( 146 ),1614797.899999999906868,1906708.609999999869615,1403751.419999999925494,1366625.600000000093132,1609654.579999999841675,1426412.600000000093132,1488298.760000000009313,1586000.510000000009313,12402249.979999998584390
FS( 147 ),1691093.389999999664724,1894843.739999999757856,1395370.519999999785796,1363336.160000000149012,1636299.530000000027940,1442067.199999999953434,1494260.100000000093132,1592446.939999999944121,12509717.579999998211861
FS( 148 ),1674198.619999999878928,1897232.639999999897555,1376475.399999999906868,1365728.479999999981374,1616759.899999999906868,1457581.400000000139698,1507963.440000000176951,1581598.070000000065193,12477537.950000001117587
FS( 149 ),1683022.639999999664724,1892932.619999999878928,1391256.259999999776483,1360644.800000000046566,1607355.799999999813735,1457792.000000000000000,1508815.060000000055879,1586314.969999999972060,12488134.150000000372529
FS( 150 ),1709064.259999999776483,1912999.379999999888241,1386227.719999999739230,1364831.360000000102445,1619372.149999999906868,1456317.800000000046566,1508040.860000000102445,1595748.770000000018626,12552602.299999998882413
FS( 151 ),1722730.729999999981374,1907186.389999999897555,1376018.259999999776483,1363635.200000000186265,1618849.699999999720603,1449227.600000000093132,1508969.900000000139698,1592446.939999999944121,12539064.719999998807907
FS( 152 ),1733276.509999999776483,1865858.419999999925494,1377999.199999999953434,1363336.160000000149012,1618849.699999999720603,1449578.599999999860302,1508427.960000000195578,1587572.810000000055879,12504899.360000001266599
FS( 153 ),1671508.369999999878928,1854471.329999999841675,1369465.919999999925494,1367821.760000000009313,1636613.000000000000000,1447823.599999999860302,1490931.040000000037253,1564302.770000000018626,12402937.789999999105930
FS( 154 ),1694752.129999999655411,1870397.329999999841675,1372818.280000000027940,1363336.160000000149012,1643718.320000000065193,1446068.599999999860302,1494414.940000000176951,1573736.570000000065193,12459242.330000000074506
FS( 155 ),1720255.699999999720603,1888473.339999999850988,1376018.259999999776483,1369616.000000000000000,1643300.359999999869615,1455826.400000000139698,1499756.920000000158325,1601723.510000000009313,12554970.489999998360872
FS( 156 ),1739087.449999999720603,1904558.599999999860302,1381656.319999999832362,1381278.560000000055879,1647062.000000000000000,1454492.600000000093132,1505873.100000000093132,1613672.989999999990687,12627681.619999999180436
FS( 157 ),1732092.799999999813735,1891977.059999999823049,1387599.139999999897555,1381577.600000000093132,1660436.719999999972060,1459687.399999999906868,1500221.440000000176951,1624521.859999999869615,12638114.019999997690320
FS( 158 ),1698841.310000000055879,1876051.059999999823049,1370989.719999999739230,1371410.239999999990687,1649883.229999999748543,1441646.000000000000000,1491937.500000000000000,1606283.179999999934807,12507042.239999998360872
FS( 159 ),1694967.349999999860302,1877484.399999999906868,1375865.879999999888241,1365728.479999999981374,1648524.859999999869615,1428869.600000000093132,1477382.540000000037253,1611786.229999999981374,12480609.339999999850988
FS( 160 ),1691846.659999999916181,1876767.729999999981374,1385770.579999999841675,1366027.520000000018626,1654794.260000000009313,1436030.000000000000000,1486750.360000000102445,1622949.560000000055879,12520936.669999999925494
FS( 161 ),1719502.429999999934807,1909177.139999999897555,1405732.359999999869615,1363635.200000000186265,1668168.979999999748543,1442418.199999999953434,1508118.280000000027940,1636314.109999999869615,12653066.699999997392297
FS( 162 ),1721654.629999999655411,1895958.559999999823049,1401465.719999999739230,1361840.959999999962747,1659496.309999999823049,1422832.399999999906868,1503860.180000000167638,1622320.640000000130385,12589429.399999998509884
FS( 163 ),1714014.320000000065193,1901134.510000000009313,1396437.179999999934807,1357953.439999999944121,1655316.709999999729916,1418971.400000000139698,1507808.600000000093132,1622949.560000000055879,12574585.719999998807907
FS( 164 ),1720363.310000000055879,1878439.959999999729916,1400551.439999999711290,1362738.080000000074506,1659600.799999999813735,1419041.599999999860302,1504789.220000000204891,1624993.549999999813735,12570517.960000000894070
FS( 165 ),1737688.519999999785796,1888712.229999999981374,1403446.659999999683350,1358252.479999999981374,1668482.449999999720603,1421358.199999999953434,1510440.880000000121072,1631754.439999999944121,12620135.859999999403954
FS( 166 ),1753184.359999999869615,1915069.760000000009313,1393694.339999999850988,1359149.600000000093132,1665452.239999999757856,1424587.399999999906868,1523137.760000000009313,1631597.209999999962747,12665872.670000001788139
FS( 167 ),1757919.199999999720603,1914830.869999999878928,1408322.819999999832362,1357355.360000000102445,1667019.589999999850988,1429992.800000000046566,1516557.060000000055879,1630968.290000000037253,12682965.989999998360872
FS( 168 ),1764913.849999999860302,1908460.469999999972060,1446417.819999999832362,1362140.000000000000000,1671617.149999999906868,1434415.399999999906868,1539937.900000000139698,1627666.459999999962747,12755569.050000000745058
FS( 169 ),1765451.899999999906868,1913795.679999999934807,1457846.319999999832362,1369017.920000000158325,1669945.309999999823049,1429080.199999999953434,1546518.600000000093132,1633641.200000000186265,12785297.129999998956919
FS( 170 ),1744252.729999999981374,1887278.889999999897555,1410151.379999999888241,1373204.479999999981374,1662526.519999999785796,1410968.599999999860302,1543112.120000000111759,1619647.729999999981374,12651142.449999999254942
FS( 171 ),1742423.359999999869615,1868326.949999999953434,1407713.299999999813735,1374400.640000000130385,1653331.399999999906868,1418480.000000000000000,1535912.060000000055879,1622320.640000000130385,12622908.350000001490116
FS( 172 ),1735428.709999999729916,1881784.419999999925494,1403599.039999999804422,1383969.920000000158325,1670885.719999999972060,1435398.199999999953434,1534286.239999999990687,1644018.380000000121072,12689370.630000000819564
FS( 173 ),1707127.279999999795109,1901453.029999999795109,1407256.159999999683350,1384568.000000000000000,1668900.409999999916181,1444032.800000000046566,1531034.600000000093132,1641974.390000000130385,12686346.669999999925494
FS( 174 ),1738011.349999999860302,1915866.059999999823049,1450684.459999999962747,1391146.880000000121072,1687917.589999999850988,1471200.199999999953434,1545202.460000000195578,1669017.950000000186265,12869046.949999999254942
FS( 175 ),1731124.310000000055879,1915786.429999999934807,1486950.899999999906868,1397127.679999999934807,1633582.790000000037253,1471761.799999999813735,1528866.840000000083819,1669961.329999999841675,12835162.080000000074506
FS( 176 ),1718103.500000000000000,1926536.479999999981374,1508131.719999999739230,1401613.280000000027940,1640583.619999999878928,1470708.800000000046566,1535524.960000000195578,1663986.590000000083819,12865188.950000001117587
FS( 177 ),1703360.929999999934807,1952814.379999999888241,1519407.839999999850988,1378886.239999999990687,1640583.619999999878928,1484327.600000000093132,1530879.760000000009313,1667917.340000000083819,12878177.709999999031425
FS( 178 ),1720578.529999999795109,1982834.889999999897555,1516055.479999999748543,1380979.520000000018626,1639747.699999999720603,1497806.000000000000000,1534363.660000000149012,1655653.399999999906868,12928019.179999999701977
FS( 179 ),1707557.719999999739230,2015323.929999999934807,1514074.539999999804422,1378886.239999999990687,1637239.939999999944121,1500684.199999999953434,1534441.080000000074506,1648263.590000000083819,12936471.239999998360872
FS( 180 ),1708203.379999999655411,2010386.869999999878928,1520169.739999999990687,1374998.719999999972060,1645076.689999999944121,1499280.199999999953434,1507034.400000000139698,1657382.929999999934807,12922532.929999997839332
FS( 181 ),1679579.119999999878928,2034275.869999999878928,1527941.119999999878928,1369017.920000000158325,1670676.739999999757856,1477869.199999999953434,1515550.600000000093132,1657382.929999999934807,12932293.499999998137355
FS( 182 ),1650739.639999999664724,2038894.410000000149012,1525960.179999999934807,1357654.399999999906868,1661795.089999999850988,1477377.800000000046566,1511369.920000000158325,1655810.630000000121072,12879602.070000000298023
FS( 183 ),1634598.139999999664724,2042159.239999999757856,1518188.799999999813735,1360345.760000000009313,1660541.209999999729916,1479624.199999999953434,1494492.360000000102445,1659741.380000000121072,12849691.089999999850988
FS( 184 ),1620178.399999999906868,2025198.049999999813735,1526417.319999999832362,1366326.560000000055879,1632851.359999999869615,1479413.599999999860302,1484582.600000000093132,1619804.959999999962747,12754772.849999997764826
FS( 185 ),1648049.389999999664724,2020260.989999999757856,1504931.739999999990687,1362738.080000000074506,1602444.769999999785796,1481519.600000000093132,1491937.500000000000000,1618547.119999999878928,12730429.189999997615814
FS( 186 ),1659778.879999999655411,2032842.529999999795109,1493046.099999999860302,1334927.360000000102445,1609759.070000000065193,1470638.599999999860302,1505795.680000000167638,1633483.969999999972060,12740272.189999999478459
FS( 187 ),1649555.929999999934807,2024799.899999999906868,1498684.159999999683350,1343001.439999999944121,1645703.629999999888241,1471130.000000000000000,1518260.300000000046566,1644332.840000000083819,12795468.199999999254942
FS( 188 ),1658595.169999999925494,2024322.119999999878928,1502341.280000000027940,1345991.840000000083819,1637239.939999999944121,1473587.000000000000000,1516324.800000000046566,1644332.840000000083819,12802734.990000000223517
FS( 189 ),1655259.259999999776483,2038496.260000000009313,1528093.500000000000000,1339712.000000000000000,1640165.659999999916181,1493664.199999999953434,1528634.580000000074506,1657854.619999999878928,12881880.079999998211861
FS( 190 ),1662469.129999999655411,2034275.869999999878928,1526874.459999999962747,1351374.560000000055879,1639120.760000000009313,1506370.399999999906868,1537847.560000000055879,1660213.070000000065193,12918545.810000000521541
FS( 191 ),1651708.129999999655411,2036664.769999999785796,1528855.399999999906868,1360644.800000000046566,1642777.909999999916181,1520059.400000000139698,1552170.260000000009313,1655810.630000000121072,12948691.299999998882413
FS( 192 ),1672261.639999999664724,2061588.959999999729916,1540131.519999999785796,1361242.880000000121072,1659391.820000000065193,1519006.400000000139698,1532195.900000000139698,1670433.020000000018626,13016252.139999998733401
FS( 193 ),1671293.149999999906868,2059120.429999999701977,1545464.819999999832362,1360345.760000000009313,1667751.019999999785796,1520059.400000000139698,1533434.620000000111759,1678137.290000000037253,13035606.489999998360872
FS( 194 ),1677104.089999999850988,2057607.459999999729916,1555521.899999999906868,1357953.439999999944121,1673184.500000000000000,1521182.600000000093132,1519808.700000000186265,1682539.729999999981374,13044902.419999998062849
FS( 195 ),1677749.750000000000000,2077833.479999999981374,1553083.819999999832362,1371709.280000000027940,1677991.040000000037253,1521674.000000000000000,1507266.660000000149012,1687256.630000000121072,13074564.660000002011657
FS( 196 ),1684744.399999999906868,2081894.609999999869615,1554150.479999999748543,1378587.200000000186265,1704844.969999999972060,1519989.199999999953434,1511757.020000000018626,1705023.619999999878928,13140991.499999998137355
FS( 197 ),1678825.849999999860302,2085637.220000000204891,1549426.699999999953434,1378886.239999999990687,1712786.209999999729916,1527570.800000000046566,1493640.739999999990687,1699835.030000000027940,13126608.790000000968575
FS( 198 ),1689479.239999999990687,2076320.510000000009313,1550036.219999999739230,1380979.520000000018626,1728041.750000000000000,1528483.399999999906868,1490543.940000000176951,1708482.679999999934807,13152367.259999999776483
FS( 199 ),1720578.529999999795109,2068437.139999999897555,1539217.239999999990687,1394137.280000000027940,1724280.109999999869615,1535503.399999999906868,1495808.500000000000000,1702822.399999999906868,13180784.600000001490116
FS( 200 ),1726927.519999999785796,2059438.949999999953434,1538150.579999999841675,1391146.880000000121072,1728355.219999999972060,1528694.000000000000000,1578570.479999999981374,1690872.920000000158325,13242156.550000000745058
FS( 201 ),1719287.209999999729916,2070746.410000000149012,1536017.259999999776483,1387558.399999999906868,1732221.350000000093132,1532344.400000000139698,1588944.760000000009313,1694960.899999999906868,13262080.689999999478459
FS( 202 ),1678610.629999999655411,2062783.410000000149012,1538302.959999999962747,1393240.160000000149012,1739849.119999999878928,1539153.800000000046566,1573615.600000000093132,1682696.959999999962747,13208252.640000000596046
FS( 203 ),1681516.099999999860302,2108252.139999999664724,1544702.919999999925494,1386960.320000000065193,1737759.320000000065193,1553755.399999999906868,1606441.680000000167638,1691030.149999999906868,13310418.029999999329448
FS( 204 ),1680655.219999999739230,2088902.049999999813735,1552626.679999999934807,1385166.080000000074506,1706830.280000000027940,1555370.000000000000000,1602725.520000000018626,1690715.689999999944121,13262991.519999997690320
FS( 205 ),1690662.949999999720603,2118205.889999999664724,1559483.780000000027940,1380979.520000000018626,1712472.739999999757856,1647332.000000000000000,1611551.400000000139698,1704551.929999999934807,13425240.209999999031425
FS( 206 ),1683237.859999999869615,2057846.350000000093132,1542721.979999999748543,1377092.000000000000000,1709338.040000000037253,1668602.600000000093132,1606983.620000000111759,1721532.770000000018626,13367355.219999998807907
FS( 207 ),1693998.859999999869615,2064614.899999999674037,1585236.000000000000000,1382474.719999999972060,1713831.109999999869615,1635327.800000000046566,1619293.400000000139698,1726406.899999999906868,13421183.690000001341105
FS( 208 ),1754690.899999999906868,2042238.869999999646097,1574112.259999999776483,1377690.080000000074506,1728250.729999999748543,1647963.800000000046566,1646003.300000000046566,1724991.829999999841675,13495941.770000001415610
FS( 209 ),1794183.769999999785796,2064455.639999999897555,1555521.899999999906868,1371410.239999999990687,1737027.889999999664724,1621849.400000000139698,1621151.479999999981374,1730180.420000000158325,13495780.740000000223517
FS( 210 ),1819149.289999999804422,2054342.630000000121072,1569236.099999999860302,1374998.719999999972060,1744133.209999999729916,1616022.800000000046566,1627577.340000000083819,1729237.040000000037253,13534697.129999998956919
FS( 211 ),1796013.139999999664724,2058483.389999999897555,1591026.439999999711290,1369616.000000000000000,1738490.750000000000000,1615952.600000000093132,1622235.360000000102445,1746375.109999999869615,13538192.789999997243285
FS( 212 ),1809141.560000000055879,2091370.579999999841675,1563293.280000000027940,1372008.320000000065193,1756567.519999999785796,1630343.599999999860302,1634390.300000000046566,1744960.040000000037253,13602075.199999999254942
FS( 213 ),1856382.349999999860302,2084363.139999999897555,1544245.780000000027940,1374699.679999999934807,1762314.469999999972060,1630273.399999999906868,1648093.640000000130385,1750934.780000000027940,13651307.240000000223517
FS( 214 ),1875214.099999999860302,2102837.299999999813735,1524284.000000000000000,1359747.679999999934807,1777152.049999999813735,1616865.199999999953434,1642287.140000000130385,1759739.659999999916181,13658127.129999998956919
FS( 215 ),1881240.259999999776483,2119241.080000000074506,1543788.639999999897555,1373802.560000000055879,1784466.350000000093132,1615040.000000000000000,1646777.500000000000000,1762412.570000000065193,13726768.959999999031425
FS( 216 ),1896628.489999999990687,2114781.799999999813735,1536626.780000000027940,1380979.520000000018626,1777465.519999999785796,1613495.600000000093132,1631835.440000000176951,1768387.310000000055879,13720200.459999999031425
FS( 217 ),1892754.529999999795109,2091927.989999999757856,1523979.239999999990687,1382474.719999999972060,1745073.619999999878928,1603386.799999999813735,1637951.620000000111759,1763198.719999999972060,13640747.240000000223517
FS( 218 ),1879733.719999999739230,2077196.440000000176951,1518341.179999999934807,1391744.959999999962747,1730340.530000000027940,1596788.000000000000000,1634158.040000000037253,1759110.739999999990687,13587413.610000001266599
FS( 219 ),1872201.019999999785796,2089698.350000000093132,1529007.780000000027940,1397127.679999999934807,1748939.750000000000000,1602193.399999999906868,1646467.820000000065193,1751563.700000000186265,13637199.500000000000000
FS( 220 ),1843899.589999999850988,2084442.769999999785796,1488017.560000000055879,1418359.520000000018626,1756672.010000000009313,1609985.600000000093132,1639112.920000000158325,1760683.040000000037253,13601173.009999997913837
FS( 221 ),1819579.729999999981374,2093202.070000000065193,1496703.219999999739230,1399819.040000000037253,1748417.299999999813735,1596437.000000000000000,1624790.220000000204891,1733482.250000000000000,13512430.830000000074506
FS( 222 ),1841316.949999999720603,2099890.990000000223517,1533731.560000000055879,1392044.000000000000000,1756463.030000000027940,1610617.399999999906868,1634622.560000000055879,1745588.959999999962747,13614275.449999999254942
FS( 223 ),1831094.000000000000000,2088424.269999999785796,1535102.979999999748543,1366924.640000000130385,1742147.899999999906868,1610196.200000000186265,1625099.900000000139698,1726721.359999999869615,13525711.249999998137355
FS( 224 ),1829264.629999999655411,2107296.580000000074506,1537541.060000000055879,1359448.640000000130385,1744342.189999999944121,1625148.800000000046566,1627809.600000000093132,1728765.350000000093132,13559616.849999999627471
FS( 225 ),1863269.389999999664724,2126089.259999999776483,1546379.099999999860302,1369017.920000000158325,1758657.320000000065193,1643400.800000000046566,1646003.300000000046566,1752349.850000000093132,13705166.939999999478459
FS( 226 ),1882854.409999999916181,2111437.339999999850988,1532055.379999999888241,1370812.160000000149012,1766494.070000000065193,1625780.600000000093132,1635319.340000000083819,1742444.359999999869615,13667197.659999998286366
FS( 227 ),1882962.019999999785796,2117250.330000000074506,1544245.780000000027940,1372008.320000000065193,1767121.010000000009313,1624376.599999999860302,1645306.520000000018626,1760525.810000000055879,13713796.390000000596046
FS( 228 ),1873492.339999999850988,2114861.429999999701977,1521845.919999999925494,1372606.399999999906868,1765553.659999999916181,1642769.000000000000000,1644454.900000000139698,1766972.239999999990687,13702555.890000000596046
FS( 229 ),1862516.119999999878928,2134052.259999999776483,1542721.979999999748543,1370513.120000000111759,1790422.280000000027940,1654211.599999999860302,1673409.979999999981374,1782380.780000000027940,13810228.119999999180436
FS( 230 ),1823884.129999999655411,2144483.790000000037253,1557655.219999999739230,1360644.800000000046566,1780913.689999999944121,1670919.199999999953434,1725591.060000000055879,1727350.280000000027940,13791442.169999998062849
FS( 231 ),1849387.699999999720603,2204206.290000000037253,1561617.099999999860302,1368718.880000000121072,1797005.149999999906868,1706931.799999999813735,1766546.239999999990687,1770274.070000000065193,14024687.229999998584390
FS( 232 ),1840778.899999999906868,2161046.830000000074506,1540893.419999999925494,1374699.679999999934807,1806409.250000000000000,1692962.000000000000000,1755784.860000000102445,1741029.290000000037253,13913604.230000000447035
FS( 233 ),1827327.649999999906868,2213523.000000000000000,1565274.219999999739230,1382474.719999999972060,1783212.469999999972060,1679694.199999999953434,1714287.739999999990687,1689143.390000000130385,13854937.389999998733401
FS( 234 ),1825605.889999999664724,2194172.910000000149012,1552474.299999999813735,1383371.840000000083819,1807663.129999999888241,1672674.199999999953434,1703990.880000000121072,1707224.840000000083819,13847177.990000000223517
FS( 235 ),1818826.459999999729916,2215911.899999999441206,1542417.219999999739230,1389053.600000000093132,1812783.139999999664724,1675552.399999999906868,1702829.580000000074506,1725463.520000000018626,13882837.820000000298023
FS( 236 ),1822162.369999999878928,2245375.000000000000000,1548817.179999999934807,1369017.920000000158325,1806827.209999999729916,1686995.000000000000000,1704455.400000000139698,1751563.700000000186265,13935213.780000001192093
FS( 237 ),1822700.419999999925494,2276669.589999999850988,1534950.599999999860302,1354963.040000000037253,1809334.969999999972060,1671761.599999999860302,1733565.320000000065193,1770431.299999999813735,13974376.839999999850988
FS( 238 ),1858211.719999999739230,2254850.969999999739230,1536626.780000000027940,1355561.120000000111759,1810379.869999999878928,1679975.000000000000000,1724739.440000000176951,1766815.010000000009313,13987159.909999998286366
FS( 239 ),1847773.549999999813735,2308840.110000000335276,1536169.639999999897555,1354364.959999999962747,1799721.889999999664724,1660880.600000000093132,1722571.680000000167638,1783953.079999999841675,14014275.509999997913837
FS( 240 ),1853907.320000000065193,2323969.809999999590218,1531141.099999999860302,1372606.399999999906868,1813514.570000000065193,1678641.200000000186265,1736971.800000000046566,1781594.630000000121072,14092346.830000000074506
FS( 241 ),1853369.269999999785796,2340214.330000000074506,1525960.179999999934807,1376493.920000000158325,1809230.479999999748543,1671410.600000000093132,1712971.600000000093132,1775462.659999999916181,14065113.039999999105930
FS( 242 ),1872201.019999999785796,2340692.110000000335276,1519103.079999999841675,1381278.560000000055879,1818843.559999999823049,1670849.000000000000000,1717384.540000000037253,1789613.359999999869615,14109965.230000000447035
FS( 243 ),1898565.469999999739230,2358210.709999999962747,1549274.319999999832362,1373503.520000000018626,1820306.419999999692664,1673797.399999999906868,1723965.239999999990687,1785368.149999999906868,14182991.230000000447035
FS( 244 ),1878334.789999999804422,2367049.639999999664724,1549883.839999999850988,1379484.320000000065193,1811842.729999999748543,1673586.799999999813735,1719087.780000000027940,1763198.719999999972060,14142468.620000001043081
FS( 245 ),1876290.199999999720603,2372225.589999999850988,1546683.859999999869615,1377989.120000000111759,1799094.949999999720603,1663267.399999999906868,1721720.060000000055879,1762884.260000000009313,14120155.439999999478459
FS( 246 ),1883392.459999999729916,2349371.779999999329448,1554607.619999999878928,1363635.200000000186265,1795751.269999999785796,1648244.600000000093132,1716378.080000000074506,1767443.929999999934807,14078824.939999999478459
FS( 247 ),1883392.459999999729916,2349929.190000000409782,1564817.079999999841675,1363336.160000000149012,1791258.199999999720603,1647893.599999999860302,1703294.100000000093132,1771846.369999999878928,14075767.159999998286366
FS( 248 ),1835613.619999999878928,2351999.570000000298023,1550340.979999999748543,1369915.040000000037253,1789899.829999999841675,1652948.000000000000000,1700197.300000000046566,1776563.270000000018626,14027477.609999999403954
FS( 249 ),1835936.449999999720603,2354069.950000000186265,1550340.979999999748543,1373503.520000000018626,1804319.449999999720603,1658213.000000000000000,1706545.739999999990687,1792757.959999999962747,14075687.050000000745058
FS( 250 ),1841101.729999999981374,2359882.940000000409782,1551864.780000000027940,1367223.679999999934807,1808812.519999999785796,1654843.399999999906868,1724739.440000000176951,1797946.549999999813735,14106415.039999999105930
FS( 251 ),1821193.879999999655411,2348416.219999999739230,1545464.819999999832362,1372008.320000000065193,1798572.500000000000000,1652386.400000000139698,1706855.420000000158325,1792757.959999999962747,14037655.519999999552965
