代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14220444.180000001564622
真實報酬,4220444.180000001564622

夏普值報酬,0.413344418000000
夏普值風險,0.099782473565462
夏普值,4.142455114913825

預期報酬,16743.999829690037586
風險,173535.811670882045291
趨勢值,0.096487287946339
找到最佳解世代,2703
找到最佳解實驗#,2
找到最佳解次數,11

stock[index](rank)
投資組合檔數,7
BA[2](7),CSCO[4](21),DD[7](11),MMM[16](1),NKE[19](2),PFE[20](17),UNH[23](10),
20130719,2057072.760000000009313,1950586.949999999953434,1640578.399999999906868,1825015.679999999934807,1857083.199999999953434,1660955.790000000037253,1876651.899999999906868,12867947.679999997839332
20130722,2055149.560000000055879,1943032.449999999953434,1636923.100000000093132,1826429.309999999823049,1855324.599999999860302,1675801.010000000242144,1895825.350000000093132,12888488.379999998956919
20130723,2073035.320000000065193,1930945.250000000000000,1634929.300000000046566,1833811.599999999860302,1852393.599999999860302,1679797.800000000046566,1909220.499999999767169,12914136.370000001043081
20130724,2056880.440000000176951,1933211.600000000093132,1626621.800000000046566,1827214.659999999916181,1835979.999999999767169,1671804.220000000204891,1905018.099999999860302,12856733.820000000298023
20130725,2052072.440000000176951,1926412.550000000046566,1655864.199999999953434,1830670.199999999720603,1831876.599999999860302,1666665.490000000223517,1907381.949999999953434,12870946.429999999701977
20130726,2030917.239999999990687,1926412.550000000046566,1642239.900000000139698,1836324.719999999739230,1833048.999999999767169,1676942.950000000186265,1896613.299999999813735,12842502.660000000149012
20130729,2015723.960000000195578,1913569.899999999906868,1656196.500000000232831,1831612.619999999878928,1838324.799999999813735,1686649.439999999944121,1911847.000000000000000,12853927.220000000670552
20130730,2033417.400000000139698,1939255.200000000186265,1659187.199999999953434,1835225.229999999981374,1842428.199999999953434,1694072.050000000046566,1898189.199999999720603,12901777.480000000447035
20130731,2021301.239999999990687,1933211.600000000093132,1658190.300000000046566,1844492.359999999869615,1844186.799999999813735,1668949.370000000111759,1913422.899999999674037,12883757.570000002160668
20130801,2052072.440000000176951,1955875.100000000093132,1675137.599999999860302,1859885.219999999739230,1933875.399999999906868,1662097.729999999981374,1921565.049999999813735,13060511.539999999105930
20130802,2075150.840000000083819,1978538.600000000093132,1714016.699999999953434,1857529.169999999925494,1943254.599999999860302,1676942.950000000186265,1897926.550000000046566,13143362.410000000149012
20130805,2067458.040000000037253,1987604.000000000000000,1726311.800000000046566,1852188.789999999804422,1946185.600000000093132,1666665.490000000223517,1926292.750000000000000,13172709.470000000670552
20130806,2058611.320000000065193,1980049.500000000000000,1706373.800000000046566,1845591.849999999860302,1950289.000000000000000,1675230.040000000037253,1923666.249999999767169,13139814.759999997913837
20130807,2046687.479999999981374,1973250.450000000186265,1717339.699999999953434,1850775.159999999916181,1923909.999999999767169,1670662.280000000260770,1915261.449999999953434,13097889.519999999552965
20130808,2035532.920000000158325,1983826.750000000232831,1746582.100000000093132,1864126.109999999869615,1936220.199999999953434,1663239.669999999925494,1922090.350000000093132,13151621.099999999627471
20130809,2025724.600000000093132,1967962.300000000046566,1800082.400000000139698,1858314.519999999785796,1943840.799999999580905,1667807.430000000167638,1915524.100000000093132,13179259.149999998509884
20130812,2004761.719999999972060,1989870.350000000093132,1773498.399999999906868,1859414.009999999776483,1949702.799999999813735,1666665.490000000223517,1901341.000000000000000,13145256.770000001415610
20130813,2043033.400000000139698,1988359.449999999953434,1792439.500000000000000,1863969.039999999804422,1929185.799999999580905,1671233.250000000000000,1926555.399999999674037,13214778.839999999850988
20130814,2003223.159999999916181,1992892.149999999906868,1786458.100000000093132,1847476.689999999944121,1885807.000000000000000,1657529.970000000204891,1903967.499999999767169,13077357.570000000298023
20130815,1975721.400000000139698,1850112.099999999860302,1758212.599999999860302,1819675.299999999813735,1861186.599999999860302,1644397.660000000149012,1875338.650000000139698,12784647.310000000521541
20130816,1989953.080000000074506,1833492.199999999953434,1745585.200000000186265,1820460.649999999906868,1865876.199999999720603,1619845.950000000186265,1876126.600000000093132,12751342.880000000819564
20130819,2013993.080000000074506,1833492.199999999953434,1733290.099999999860302,1815905.619999999878928,1896358.599999999860302,1624984.680000000167638,1883480.799999999813735,12801508.079999998211861
20130820,2012262.199999999953434,1837269.449999999953434,1748575.899999999906868,1812921.289999999804422,1894599.999999999767169,1628981.470000000204891,1903179.549999999813735,12837792.859999999403954
20130821,1998415.159999999916181,1818383.199999999953434,1757548.000000000000000,1781507.289999999804422,1879944.999999999767169,1612423.339999999850988,1887157.899999999674037,12735382.889999998733401
20130822,2022070.520000000018626,1813850.500000000232831,1759874.100000000093132,1801141.039999999804422,1901048.199999999953434,1607855.580000000074506,1890309.699999999953434,12796152.640000000596046
20130823,2028609.400000000139698,1802518.750000000000000,1833312.400000000139698,1796900.149999999906868,1881703.599999999860302,1618133.040000000037253,1905280.750000000000000,12866461.089999999850988
20130826,2029571.000000000000000,1800252.399999999906868,1828992.500000000000000,1795800.659999999916181,1873496.799999999813735,1599862.000000000000000,1901078.349999999860302,12829056.709999999031425
20130827,1984952.760000000009313,1774567.099999999860302,1777486.000000000000000,1770669.459999999962747,1841255.799999999813735,1598720.060000000055879,1878490.449999999720603,12626144.629999998956919
20130828,1986106.679999999934807,1771545.300000000046566,1772169.199999999953434,1774910.349999999860302,1857669.399999999906868,1610710.430000000167638,1879015.750000000000000,12652130.109999999403954
20130829,2018031.800000000279397,1771545.300000000046566,1775492.199999999953434,1779936.589999999850988,1860600.399999999674037,1604429.760000000242144,1902654.249999999767169,12712693.300000000745058
20130830,1998607.479999999981374,1760969.000000000000000,1769843.100000000093132,1784020.409999999916181,1841255.799999999813735,1610710.430000000167638,1884268.749999999767169,12649677.969999998807907
20130903,2019570.360000000102445,1773811.650000000139698,1771836.900000000139698,1778365.889999999897555,1884634.599999999860302,1599291.030000000260770,1905806.050000000046566,12733319.480000000447035
20130904,2045725.880000000121072,1795719.699999999953434,1787787.300000000046566,1799256.199999999720603,1909254.999999999767169,1619845.950000000186265,1926555.399999999674037,12884148.430000001564622
20130905,2051110.840000000083819,1789676.100000000093132,1817694.300000000046566,1804282.439999999944121,1916289.399999999674037,1614136.250000000000000,1944678.250000000000000,12937870.580000000074506
20130906,2039956.279999999795109,1779099.800000000046566,1824672.599999999860302,1806952.629999999888241,1904565.399999999906868,1614707.220000000204891,1945203.550000000046566,12915160.480000000447035
20130909,2061496.119999999878928,1807051.450000000186265,1836635.400000000139698,1833654.529999999795109,1916875.600000000093132,1615849.160000000149012,1950193.899999999906868,13021759.160000000149012
20130910,2080343.479999999981374,1825182.250000000000000,1892129.500000000000000,1847005.479999999981374,1958495.799999999580905,1624413.709999999962747,1960174.599999999860302,13187747.819999998435378
20130911,2100729.399999999906868,1841802.149999999906868,1885815.800000000046566,1864597.319999999832362,1981357.599999999627471,1636975.050000000046566,1974620.350000000093132,13285900.669999999925494
20130912,2111691.640000000130385,1835003.100000000093132,1838961.500000000232831,1856586.750000000000000,1995426.399999999906868,1616420.129999999888241,1963063.749999999767169,13217156.269999999552965
20130913,2141116.600000000093132,1837269.449999999953434,1886812.700000000186265,1862869.549999999813735,1990736.799999999813735,1627839.530000000260770,1956234.850000000093132,13302882.479999998584390
20130916,2224583.479999999981374,1841802.149999999906868,1883489.699999999953434,1872764.959999999962747,1998943.599999999860302,1639258.930000000167638,1973044.449999999953434,13433890.269999999552965
20130917,2252277.560000000055879,1841046.700000000186265,1879169.800000000046566,1883759.859999999869615,2002460.799999999580905,1635262.140000000130385,1951769.800000000046566,13445749.660000000149012
20130918,2277086.840000000316650,1873531.050000000046566,1933667.000000000000000,1905121.379999999888241,2036460.399999999906868,1658100.939999999944121,1918413.250000000000000,13602383.859999999403954
20130919,2289395.320000000298023,1859932.950000000186265,1921704.199999999953434,1909519.339999999850988,2037046.599999999860302,1646681.540000000037253,1860630.250000000000000,13524913.199999999254942
20130920,2243046.199999999720603,1851623.000000000232831,1878837.500000000000000,1885016.419999999925494,2033529.399999999674037,1654104.149999999906868,1853538.699999999720603,13399698.369999999180436
20130923,2259970.360000000335276,1834247.650000000139698,1856905.700000000186265,1902294.119999999878928,2021805.399999999906868,1644397.660000000149012,1886369.949999999720603,13405993.839999999850988
20130924,2288626.040000000037253,1823671.350000000093132,1850924.300000000046566,1897424.949999999720603,2035287.999999999767169,1639258.930000000167638,1899502.449999999720603,13434699.019999999552965
20130925,2279202.360000000335276,1845579.400000000139698,1886148.100000000093132,1888000.750000000000000,2020046.799999999813735,1626697.589999999850988,1890572.350000000093132,13436250.349999999627471
20130926,2295934.199999999720603,1795719.699999999953434,1892461.800000000046566,1895225.969999999739230,2061667.000000000000000,1628410.500000000000000,1895300.049999999813735,13464722.219999998807907
20130927,2283625.719999999739230,1762479.899999999906868,1846604.400000000139698,1888314.889999999897555,2158390.000000000000000,1648965.419999999925494,1890834.999999999767169,13479218.330000000074506
20130930,2259778.040000000037253,1770034.400000000139698,1817362.000000000000000,1875592.219999999739230,2129080.000000000000000,1640400.870000000111759,1880854.299999999813735,13373104.830000001937151
20131001,2264586.040000000037253,1755680.849999999860302,1813042.100000000093132,1878890.689999999944121,2122631.799999999813735,1649536.390000000130385,1906331.349999999860302,13390702.220000000670552
20131002,2266316.919999999925494,1761724.449999999953434,1831318.600000000093132,1872293.750000000000000,2107390.599999999627471,1656388.030000000260770,1906068.699999999720603,13401504.050000000745058
20131003,2216313.719999999739230,1738305.500000000232831,1834641.600000000093132,1862084.199999999720603,2099770.000000000000000,1642684.750000000000000,1904755.449999999720603,13298558.219999998807907
20131004,2254008.439999999944121,1739060.949999999953434,1892461.800000000046566,1875435.149999999906868,2114425.000000000000000,1655817.060000000055879,1917099.999999999767169,13448311.400000000372529
20131007,2244200.120000000111759,1729240.100000000093132,1862222.500000000000000,1864283.179999999934807,2090977.000000000000000,1634120.200000000186265,1895562.699999999953434,13320608.800000000745058
20131008,2220160.120000000111759,1710353.850000000093132,1823011.100000000093132,1840251.469999999739230,2059908.399999999906868,1612423.339999999850988,1877439.850000000093132,13143551.129999998956919
20131009,2201505.080000000074506,1699777.550000000046566,1841952.199999999953434,1846691.339999999850988,2078080.600000000093132,1615278.189999999944121,1874813.349999999860302,13158101.309999998658895
20131010,2286702.840000000316650,1738305.500000000232831,1911735.200000000186265,1874492.729999999981374,2152528.000000000000000,1642684.750000000000000,1943102.350000000093132,13549554.370000001043081
20131011,2269009.399999999906868,1758702.650000000139698,1943636.000000000000000,1896168.389999999897555,2153114.199999999254942,1639829.899999999906868,1950719.199999999720603,13611182.739999998360872
20131014,2297472.759999999776483,1763235.350000000093132,1931673.200000000186265,1906849.149999999906868,2170700.200000000186265,1675801.010000000242144,1962538.449999999953434,13708273.119999999180436
20131015,2272855.800000000279397,1751148.150000000139698,1913396.699999999953434,1882032.089999999850988,2160148.599999999627471,1664952.580000000074506,1940213.199999999953434,13584750.119999999180436
20131016,2314396.919999999925494,1737550.050000000046566,1946294.400000000139698,1899623.929999999934807,2184182.799999999813735,1701494.660000000149012,1974882.999999999767169,13758428.759999999776483
20131017,2351899.320000000298023,1720930.150000000139698,1958589.500000000000000,1926011.689999999944121,2184769.000000000000000,1727759.280000000260770,1874550.699999999953434,13744512.640000000596046
20131018,2356322.680000000167638,1734528.250000000000000,1954934.199999999953434,1929467.229999999981374,2225803.000000000000000,1742033.530000000260770,1805999.050000000046566,13749090.940000001341105
20131021,2336129.080000000074506,1732261.900000000139698,1957260.300000000046566,1935907.099999999860302,2230492.599999999627471,1735752.859999999869615,1791290.649999999906868,13719097.490000000223517
20131022,2355553.399999999906868,1711109.300000000046566,1966232.400000000139698,1944545.949999999720603,2226389.199999999254942,1751740.020000000018626,1808625.549999999813735,13764198.820000000298023
20131023,2481330.680000000167638,1681646.750000000232831,1941974.500000000000000,1935121.750000000000000,2214665.200000000186265,1747172.260000000242144,1786300.300000000046566,13788214.440000001341105
20131024,2480561.399999999906868,1689956.700000000186265,1922368.800000000046566,1939676.779999999795109,2213492.799999999813735,1747743.229999999981374,1775794.299999999813735,13769597.010000001639128
20131025,2523064.120000000111759,1696755.750000000000000,1870197.700000000186265,1954284.289999999804422,2218768.599999999627471,1747743.229999999981374,1776056.949999999953434,13786873.640000000596046
20131028,2497870.199999999720603,1703554.800000000046566,1850924.300000000046566,1962137.789999999804422,2213492.799999999813735,1755165.839999999850988,1758196.749999999767169,13741345.480000000447035
20131029,2493639.160000000149012,1724707.399999999906868,1867207.000000000000000,1967792.309999999823049,2225216.799999999813735,1784285.310000000055879,1788138.849999999860302,13850989.830000000074506
20131030,2494023.800000000279397,1715642.000000000000000,1857902.599999999860302,1960095.879999999888241,2231665.000000000000000,1766014.270000000018626,1786300.300000000046566,13811646.850000001490116
20131031,2509794.040000000037253,1704310.250000000000000,1867871.600000000093132,1976745.299999999813735,2220527.200000000186265,1752310.990000000223517,1792866.550000000046566,13824428.930000001564622
20131101,2558451.000000000000000,1705065.699999999953434,1843281.399999999906868,1977530.649999999906868,2229320.200000000186265,1779717.550000000046566,1802584.599999999860302,13895954.099999999627471
20131104,2553835.319999999832362,1705821.149999999906868,1817362.000000000000000,1984127.589999999850988,2238699.399999999441206,1784856.280000000260770,1810989.399999999906868,13895694.139999998733401
20131105,2568836.279999999795109,1742838.199999999953434,1832315.500000000000000,1980986.189999999944121,2262733.599999999627471,1783714.339999999850988,1804948.449999999953434,13976375.559999998658895
20131106,2559604.919999999925494,1758702.650000000139698,1857902.599999999860302,1996850.259999999776483,2249837.200000000186265,1768298.149999999906868,1846184.500000000000000,14037383.279999999329448
20131107,2529218.359999999869615,1745860.000000000000000,1829989.400000000139698,1985541.219999999739230,2218768.599999999627471,1764872.330000000074506,1832264.050000000046566,13906516.959999999031425
20131108,2567297.720000000204891,1776078.000000000232831,1877176.000000000000000,2010358.279999999795109,2260388.799999999813735,1788282.100000000093132,1851700.149999999906868,14131284.050000000745058
20131111,2548835.000000000000000,1771545.300000000046566,1876843.699999999953434,2009730.000000000000000,2261561.200000000186265,1783714.339999999850988,1851700.149999999906868,14103932.689999999478459
20131112,2544988.600000000093132,1792697.900000000139698,1861557.900000000139698,2016169.870000000111759,2253354.399999999441206,1791707.919999999925494,1837254.399999999906868,14097733.990000000223517
20131113,2561143.479999999981374,1813095.050000000046566,1873853.000000000000000,2019782.479999999981374,2281492.000000000000000,1819685.450000000186265,1865095.300000000046566,14234149.760000001639128
20131114,2598068.919999999925494,1614411.700000000186265,1897778.600000000093132,2038630.879999999655411,2304940.000000000000000,1827108.060000000055879,1876389.249999999767169,14157330.410000002011657
20131115,2617108.600000000093132,1627254.350000000093132,1903760.000000000000000,2039573.299999999813735,2321939.799999999813735,1838527.460000000195578,1887683.199999999953434,14235849.710000000894070
20131118,2660957.560000000521541,1608368.100000000093132,1886812.700000000186265,2043971.259999999776483,2303181.399999999441206,1827679.030000000027940,1882692.850000000093132,14213665.899999998509884
20131119,2634417.399999999906868,1618188.950000000186265,1878837.500000000000000,2042714.699999999953434,2280905.799999999813735,1807695.080000000074506,1880854.299999999813735,14143616.730000000447035
20131120,2547296.439999999944121,1603835.400000000139698,1857902.599999999860302,2029049.609999999869615,2281492.000000000000000,1822540.300000000046566,1890572.350000000093132,14032691.699999999254942
20131121,2556527.800000000279397,1621966.199999999953434,1875514.500000000000000,2047426.799999999813735,2289112.599999999627471,1825395.149999999906868,1914998.799999999813735,14130944.849999997764826
20131122,2614993.080000000074506,1621210.750000000000000,1876843.699999999953434,2057950.489999999990687,2311974.399999999441206,1833959.699999999953434,1936798.749999999767169,14253733.869999999180436
20131125,2557874.040000000037253,1606857.199999999953434,1845939.800000000046566,2061248.959999999729916,2319595.000000000000000,1835101.640000000130385,1945466.199999999720603,14172085.839999999850988
20131126,2592107.000000000000000,1602324.500000000000000,1835638.500000000000000,2075699.399999999906868,2333077.599999999627471,1820827.390000000130385,1957285.449999999720603,14216962.839999999850988
20131127,2590953.080000000074506,1606857.199999999953434,1850259.699999999953434,2096903.849999999860302,2325457.000000000000000,1820256.419999999925494,1953083.049999999813735,14243773.300000000745058
20131129,2581914.040000000037253,1605346.300000000046566,1848598.200000000186265,2097060.919999999692664,2319595.000000000000000,1811691.870000000111759,1956234.850000000093132,14220444.180000001564622
