代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13426549.109999997541308
真實報酬,3426549.109999997541308

夏普值報酬,0.333954911000000
夏普值風險,0.099223405282580
夏普值,3.365686856331173

預期報酬,16354.320384611148256
風險,235304.492990163184004
趨勢值,0.069502796894298
找到最佳解世代,1965
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,7
BA[2](12),DD[7](15),GS[8](5),HD[9](2),TRV[22](7),UNH[23](20),V[25](1),
20130423,1764288.460000000195578,1543224.750000000232831,1931487.640000000130385,1847197.989999999990687,1905417.260000000009313,1540116.920000000158325,1845643.239999999990687,12377379.260000001639128
20130424,1817307.010000000009313,1567866.750000000000000,1944864.520000000251457,1844680.689999999944121,1894604.920000000158325,1546693.920000000158325,1861238.890000000130385,12477259.700000001117587
20130425,1834112.889999999897555,1655825.000000000000000,1956079.479999999981374,1846946.260000000009313,1881585.979999999981374,1561163.320000000298023,1879953.669999999925494,12615669.599999999627471
20130426,1857721.149999999906868,1628787.250000000232831,1947296.680000000400469,1846442.799999999813735,1878938.060000000288710,1564846.439999999944121,1863021.250000000000000,12587056.630000000819564
20130429,1838714.500000000000000,1650691.250000000000000,1960808.680000000400469,1854498.160000000149012,1886219.840000000316650,1578789.679999999934807,1870596.279999999795109,12640321.390000000596046
20130430,1828911.069999999832362,1652744.750000000000000,1973780.199999999953434,1846442.799999999813735,1884675.219999999972060,1576685.040000000037253,1876834.539999999804422,12640076.619999997317791
20130501,1824309.460000000195578,1615781.750000000000000,1927028.680000000400469,1831590.730000000214204,1855768.760000000009313,1571160.360000000102445,1849653.549999999813735,12475296.289999999105930
20130502,1844916.669999999925494,1614412.750000000000000,1941351.399999999906868,1845939.339999999850988,1862829.880000000121072,1564846.439999999944121,1953921.610000000102445,12628221.089999999850988
20130503,1875527.379999999888241,1655140.500000000000000,1964321.800000000279397,1861798.329999999841675,1884675.219999999972060,1550113.960000000195578,2000262.969999999972060,12791843.160000002011657
20130506,1884530.529999999795109,1657536.250000000000000,2005938.760000000009313,1894523.230000000214204,1882468.620000000111759,1583788.200000000186265,1992687.939999999944121,12901476.529999999329448
20130507,1896534.729999999981374,1683547.250000000000000,2017694.199999999953434,1889740.359999999869615,1898135.479999999981374,1591680.600000000093132,2002936.510000000009313,12980272.129999998956919
20130508,1881529.479999999981374,1682178.250000000000000,2030395.479999999981374,1898550.910000000149012,1925938.640000000130385,1644559.679999999934807,1997143.840000000083819,13060299.279999999329448
20130509,1892933.469999999972060,1702028.750000000000000,2007154.840000000083819,1909878.760000000009313,1907844.520000000018626,1631405.679999999934807,1989568.809999999823049,13040817.830000000074506
20130510,1885530.879999999888241,1679440.250000000000000,2014721.560000000055879,1913402.980000000214204,1908506.500000000000000,1655082.879999999888241,1991351.169999999925494,13048039.220000000670552
20130513,1895934.520000000018626,1674306.500000000000000,2021882.919999999925494,1930017.160000000149012,1908727.160000000149012,1641402.720000000204891,1993133.529999999795109,13065407.509999999776483
20130514,1922943.969999999972060,1702371.000000000000000,2087956.600000000325963,1946379.609999999869615,1939619.560000000288710,1624039.439999999944121,2008729.179999999934807,13232042.359999999403954
20130515,1941150.339999999850988,1722563.750000000000000,2102684.680000000633299,1960476.489999999990687,1936971.640000000130385,1620882.479999999981374,2024770.419999999925494,13309502.800000000745058
20130516,1932347.260000000009313,1710927.250000000000000,2087281.000000000000000,1932031.000000000000000,1916891.580000000307336,1634825.720000000204891,2002936.510000000009313,13217243.320000000298023
20130517,1979163.639999999897555,1745836.750000000000000,2137410.520000000484288,1934800.030000000027940,1908727.160000000149012,1653241.320000000298023,2055961.719999999972060,13415144.140000002458692
20130520,1975162.239999999990687,1735569.250000000000000,2147139.160000000149012,1932282.730000000214204,1887764.460000000195578,1645875.080000000074506,2022988.059999999823049,13346783.980000002309680
20130521,1975762.449999999953434,1743783.250000000000000,2171866.120000000111759,1981370.079999999841675,1845397.739999999990687,1654030.560000000055879,2022542.469999999972060,13394755.670000001788139
20130522,1959356.710000000195578,1711611.750000000000000,2153084.440000000409782,2006039.619999999878928,1848486.979999999981374,1638508.840000000083819,2006946.819999999832362,13324038.160000000149012
20130523,1995769.449999999953434,1710927.250000000000000,2127006.280000000260770,1986404.679999999934807,1842529.160000000149012,1640613.479999999981374,1984221.729999999981374,13287475.030000001192093
20130524,2000771.199999999953434,1709900.500000000000000,2144707.000000000000000,1988418.519999999785796,1844735.760000000009313,1632721.080000000074506,2010065.949999999953434,13331323.009999999776483
20130528,2002971.969999999972060,1707847.000000000000000,2171460.759999999776483,2009312.109999999869615,1836350.680000000167638,1666395.320000000298023,2005610.049999999813735,13399950.890000000596046
20130529,1982564.830000000074506,1703055.500000000000000,2200781.799999999813735,2001005.019999999785796,1846280.380000000121072,1666658.400000000139698,1984667.319999999832362,13385016.250000000000000
20130530,2011574.979999999981374,1696210.500000000000000,2220779.559999999590218,1999746.369999999878928,1865919.120000000111759,1701121.879999999888241,2016749.799999999813735,13512105.210000000894070
20130531,1981164.339999999850988,1679440.250000000000000,2190107.320000000298023,1980111.429999999934807,1847383.680000000167638,1647716.640000000130385,1984667.319999999832362,13310593.980000000447035
20130603,2015576.379999999888241,1673622.000000000000000,2210105.080000000074506,1990684.089999999850988,1848266.320000000298023,1652189.000000000000000,2007392.409999999916181,13397838.280000001192093
20130604,1992968.469999999972060,1687312.000000000000000,2184702.520000000484288,1929010.239999999990687,1849590.280000000027940,1640613.479999999981374,2007392.409999999916181,13291592.400000000372529
20130605,1970560.629999999888241,1640423.750000000000000,2139031.959999999962747,1890495.549999999813735,1814726.000000000000000,1624565.600000000093132,1974418.750000000000000,13054225.240000000223517
20130606,1995969.520000000018626,1651718.000000000000000,2157678.520000000484288,1944869.230000000214204,1803693.000000000000000,1629037.960000000195578,1998035.020000000018626,13181004.250000001862645
20130607,2050588.629999999888241,1674306.500000000000000,2243209.479999999515712,1982125.269999999785796,1841205.200000000186265,1646138.160000000149012,2004718.870000000111759,13442295.109999999403954
20130610,2045586.879999999888241,1673279.750000000000000,2263207.240000000223517,1956700.540000000037253,1838115.960000000195578,1675340.040000000037253,2031008.679999999934807,13483242.089999999850988
20130611,2035783.449999999953434,1657194.000000000000000,2206727.080000000074506,1953679.780000000027940,1811195.440000000176951,1681917.040000000037253,2001599.739999999990687,13348099.529999999329448
20130612,2018377.359999999869615,1646926.500000000000000,2187134.680000000633299,1923220.450000000186265,1797293.860000000102445,1679286.239999999990687,1995807.069999999832362,13248049.160000002011657
20130613,2043986.319999999832362,1688681.000000000232831,2240642.200000000186265,1926492.939999999944121,1827082.960000000195578,1687704.800000000279397,2030117.500000000000000,13444710.720000002533197
20130614,2037384.010000000009313,1657536.250000000000000,2201457.400000000372529,1928003.320000000065193,1812740.060000000288710,1678497.000000000000000,2015413.029999999795109,13331034.070000000298023
20130617,2061392.409999999916181,1664039.000000000000000,2217536.680000000633299,1916675.469999999972060,1836571.340000000316650,1693492.560000000288710,2031454.270000000018626,13421164.730000000447035
20130618,2082399.760000000009313,1687312.000000000000000,2218077.160000000149012,1943107.119999999878928,1855548.100000000325963,1727956.040000000270084,2049723.459999999962747,13564126.640000000596046
20130619,2045786.949999999953434,1661985.500000000000000,2183081.080000000074506,1911389.140000000130385,1815608.640000000130385,1716906.680000000167638,2034573.399999999906868,13369334.390000000596046
20130620,1993568.679999999934807,1617835.250000000000000,2099982.280000000260770,1859532.760000000009313,1760443.640000000130385,1678497.000000000000000,1988232.039999999804422,12998094.649999998509884
20130621,2000371.060000000055879,1590455.250000000000000,2084308.360000000102445,1858274.109999999869615,1744776.780000000027940,1681127.800000000046566,1999817.380000000121072,12959133.740000000223517
20130624,1957756.149999999906868,1576765.250000000000000,2037421.720000000204891,1850470.480000000214204,1717856.260000000009313,1700858.800000000279397,1986004.090000000083819,12827135.750000001862645
20130625,1974161.889999999897555,1583952.500000000000000,2068229.080000000074506,1866329.469999999972060,1730654.540000000270084,1676655.439999999944121,2010511.539999999804422,12910497.459999999031425
20130626,2015776.449999999953434,1569578.000000000000000,2049312.280000000027940,1904844.160000000149012,1760664.300000000279397,1704278.840000000083819,2034573.399999999906868,13039030.430000001564622
20130627,2063793.250000000000000,1576765.250000000000000,2074309.479999999981374,1919947.959999999962747,1772800.600000000325963,1738742.320000000298023,2052842.590000000083819,13199204.450000001117587
20130628,2049588.279999999795109,1567866.750000000000000,2043772.360000000102445,1950155.560000000055879,1763532.880000000121072,1722694.440000000176951,2035910.169999999925494,13133523.439999999478459
20130701,2065593.879999999888241,1583952.500000000000000,2050528.360000000102445,1935051.760000000009313,1789791.420000000158325,1726640.639999999897555,2063536.750000000000000,13215098.310000000521541
20130702,2030181.489999999990687,1581214.500000000000000,2039313.399999999906868,1946127.880000000121072,1761326.280000000027940,1717169.760000000009313,2063536.750000000000000,13138873.060000000521541
20130703,2058591.429999999934807,1580530.000000000000000,2032692.520000000251457,1956700.540000000037253,1774124.560000000288710,1724272.920000000158325,2083588.299999999813735,13210503.269999999552965
20130705,2084800.600000000093132,1593193.250000000000000,2070661.240000000223517,1970797.420000000158325,1794866.600000000325963,1740846.960000000195578,2125473.760000000242144,13380642.830000000074506
20130708,2088201.790000000037253,1612701.500000000000000,2078363.080000000074506,1994208.310000000055879,1804134.320000000298023,1777415.080000000074506,2095619.229999999981374,13450646.310000000521541
20130709,2094403.960000000195578,1658220.750000000000000,2120655.639999999664724,2006291.350000000093132,1810533.460000000195578,1788201.360000000102445,2085370.659999999916181,13563680.179999999701977
20130710,2110809.700000000186265,1646926.500000000000000,2105657.320000000298023,1998739.450000000186265,1799941.780000000027940,1780835.120000000111759,2080023.579999999841675,13522936.450000001117587
20130711,2138419.359999999403954,1666777.000000000000000,2131059.879999999888241,2010319.030000000027940,1824876.360000000102445,1798461.479999999981374,2116116.370000000111759,13686032.480000000447035
20130712,2038184.290000000037253,1663012.250000000232831,2163488.680000000633299,2027436.670000000158325,1857534.040000000270084,1788990.600000000093132,2124582.580000000074506,13663232.110000001266599
20130715,2114010.820000000298023,1676702.250000000000000,2202538.360000000335276,2023912.450000000186265,1837674.640000000130385,1778993.560000000288710,2119235.500000000000000,13753070.580000001937151
20130716,2085400.810000000055879,1655825.000000000000000,2165245.240000000223517,2019381.310000000055879,1836571.340000000316650,1760314.879999999888241,2109878.109999999869615,13632619.690000001341105
20130717,2096604.729999999981374,1692788.000000000000000,2182270.360000000335276,2024919.369999999878928,1853341.500000000000000,1742425.440000000176951,2112551.649999999906868,13704904.050000000745058
20130718,2153424.609999999403954,1685600.750000000000000,2216861.080000000074506,2014346.709999999962747,1865257.140000000130385,1856076.000000000000000,2127701.709999999962747,13919271.000000000000000
20130719,2140019.919999999925494,1689707.750000000000000,2220914.680000000633299,2011074.219999999972060,1868125.719999999972060,1879753.200000000186265,2115670.779999999795109,13925269.270000001415610
20130722,2138019.219999999739230,1685943.000000000000000,2246452.360000000335276,2013843.250000000000000,1885116.540000000270084,1898958.040000000270084,2130375.250000000000000,13998710.660000002011657
20130723,2156625.730000000447035,1683889.500000000000000,2246587.479999999515712,2018626.119999999878928,1814064.020000000018626,1912375.120000000111759,2100966.310000000055879,13933137.279999999329448
20130724,2139819.849999999627471,1675333.250000000000000,2230102.839999999850988,2020639.959999999962747,1813402.040000000270084,1908165.840000000083819,2080469.169999999925494,13867935.949999999254942
20130725,2134818.099999999627471,1705451.250000000000000,2241858.280000000260770,1988418.519999999785796,1828186.260000000009313,1910533.560000000288710,2167804.810000000055879,13977073.780000001192093
20130726,2112810.399999999441206,1691419.000000000000000,2233075.479999999515712,1982125.269999999785796,1844735.760000000009313,1899747.280000000027940,2152209.159999999683350,13916125.349999997764826
20130729,2097004.870000000111759,1705793.500000000232831,2204835.400000000372529,1980363.160000000149012,1840543.219999999972060,1915005.920000000158325,2138395.870000000111759,13881944.940000001341105
20130730,2115411.309999999590218,1708873.750000000000000,2194836.520000000484288,1978601.049999999813735,1840101.900000000139698,1901325.760000000009313,2132603.199999999720603,13871756.489999998360872
20130731,2102806.899999999441206,1707847.000000000000000,2216455.719999999739230,1989425.439999999944121,1843632.460000000195578,1916584.399999999906868,1971745.209999999962747,13748500.129999998956919
20130801,2134818.099999999627471,1725301.749999999767169,2263207.240000000223517,1979607.969999999972060,1861505.920000000158325,1924739.879999999888241,1995807.069999999832362,13884990.929999999701977
20130802,2158826.500000000000000,1765345.000000000000000,2264963.799999999813735,2019633.040000000037253,1853562.160000000149012,1901062.680000000167638,2049723.459999999962747,14013119.640000000596046
20130805,2150823.700000000186265,1778008.250000000000000,2274422.200000000186265,2005284.429999999934807,1834806.060000000288710,1929475.320000000298023,2055961.719999999972060,14028784.680000001564622
20130806,2141620.480000000447035,1757473.250000000000000,2226589.719999999739230,2015101.899999999906868,1817373.920000000158325,1926844.520000000018626,2037246.939999999944121,13922253.729999998584390
20130807,2129216.139999999664724,1768767.500000000000000,2208618.759999999776483,1984390.839999999850988,1806340.920000000158325,1918425.960000000195578,2020760.110000000102445,13836523.230000000447035
20130808,2117612.080000000074506,1798885.500000000000000,2200376.440000000409782,2014850.170000000158325,1810092.140000000130385,1925266.040000000270084,2014076.260000000009313,13881161.630000000819564
20130809,2107408.509999999776483,1853987.750000000000000,2190782.919999999925494,1987915.060000000055879,1811636.760000000009313,1918689.040000000270084,2002936.510000000009313,13873359.550000000745058
20130812,2085600.879999999888241,1826607.750000000000000,2184837.639999999664724,1993704.850000000093132,1816491.280000000027940,1904482.720000000204891,2002490.919999999925494,13814219.039999999105930
20130813,2125414.809999999590218,1846116.000000000000000,2212131.879999999888241,1999746.369999999878928,1808106.200000000186265,1929738.399999999906868,1996698.250000000000000,13917954.910000000149012
20130814,2084000.319999999832362,1839955.500000000000000,2207132.440000000409782,1949400.369999999878928,1813402.040000000270084,1907113.520000000018626,1986895.270000000018626,13787902.459999999031425
20130815,2055390.310000000055879,1810864.249999999767169,2172136.360000000335276,1891502.469999999972060,1788908.780000000027940,1878437.800000000279397,1937434.779999999795109,13534677.750000000000000
20130816,2070195.489999999990687,1797858.750000000000000,2170920.280000000260770,1897543.989999999990687,1789570.760000000009313,1879227.040000000270084,1928522.979999999981374,13533842.290000002831221
20130819,2095204.239999999990687,1785195.499999999767169,2143490.919999999925494,1893264.579999999841675,1770373.340000000316650,1886593.280000000027940,1949465.709999999962747,13523590.570000000298023
20130820,2093403.609999999869615,1800939.000000000000000,2156057.080000000074506,1870105.420000000158325,1771255.979999999981374,1906324.280000000027940,1929859.750000000000000,13527948.119999999180436
20130821,2078998.569999999832362,1810179.750000000000000,2122952.680000000633299,1856008.540000000037253,1752499.880000000121072,1890276.399999999906868,1987340.860000000102445,13498259.679999999701977
20130822,2103607.179999999701977,1812575.500000000000000,2154030.280000000260770,1862805.250000000000000,1777434.460000000195578,1893433.360000000102445,1993133.529999999795109,13597022.559999998658895
20130823,2110409.559999999590218,1888212.750000000000000,2143761.160000000149012,1860036.219999999972060,1769490.700000000186265,1908428.920000000158325,1995361.479999999981374,13675703.790000000968575
20130826,2111409.910000000149012,1883763.500000000000000,2133627.160000000149012,1898802.640000000130385,1767946.080000000307336,1904219.639999999897555,1949465.709999999962747,13649237.640000000596046
20130827,2064993.669999999925494,1830714.750000000000000,2070526.119999999878928,1865826.010000000009313,1759561.000000000000000,1881594.760000000009313,1940108.319999999832362,13413327.630000000819564
20130828,2066194.089999999850988,1825238.750000000000000,2067013.000000000000000,1888733.439999999944121,1762870.900000000139698,1882120.920000000158325,1951693.659999999916181,13443867.759999999776483
20130829,2099405.709999999962747,1828661.250000000000000,2075930.919999999925494,1889236.899999999906868,1770814.660000000149012,1905798.120000000111759,1953476.020000000018626,13523326.579999998211861
20130830,2079198.639999999897555,1822843.000000000000000,2055662.919999999925494,1875140.019999999785796,1763091.560000000288710,1887382.520000000018626,1943227.449999999953434,13426549.109999997541308
