代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13498270.909999998286366
真實報酬,3498270.909999998286366

夏普值報酬,0.341127091000000
夏普值風險,0.088490300004982
夏普值,3.854965922601618

預期報酬,13610.191339115752271
風險,201499.912179223785643
趨勢值,0.067544403329616
找到最佳解世代,2897
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,7
AAPL[0](1),HD[9](12),INTC[11](3),JNJ[12](11),KO[14](9),TRV[22](2),UNH[23](7),
20141014,1876448.139999999897555,1569110.050000000046566,1854367.479999999748543,1504400.229999999981374,1632010.679999999934807,1596234.760000000009313,1531179.399999999906868,11563753.740000000223517
20141015,1853455.719999999972060,1529926.300000000046566,1804748.919999999925494,1523008.629999999888241,1616677.909999999683350,1567438.849999999860302,1518977.319999999832362,11414236.649999998509884
20141016,1829133.159999999916181,1547863.750000000000000,1779939.639999999897555,1500833.619999999878928,1591621.919999999925494,1564371.830000000074506,1578693.560000000055879,11392460.480000000447035
20141017,1855925.979999999981374,1571548.149999999906868,1810518.519999999785796,1530607.060000000055879,1603588.959999999962747,1588737.599999999860302,1630275.080000000074506,11591204.349999999627471
20141020,1895640.159999999916181,1599586.300000000046566,1822057.719999999739230,1538360.560000000055879,1618921.729999999748543,1588056.040000000037253,1636930.760000000009313,11699556.270000001415610
20141021,1947135.579999999841675,1640511.550000000046566,1881484.599999999860302,1556348.679999999934807,1521315.559999999823049,1605776.599999999860302,1681486.840000000083819,11834062.409999998286366
20141022,1957016.619999999878928,1625534.650000000139698,1861867.959999999962747,1569684.699999999953434,1519071.739999999757856,1628608.859999999869615,1659671.000000000000000,11821458.529999999329448
20141023,1991980.299999999813735,1650960.550000000046566,1886100.279999999562278,1591549.569999999832362,1528047.019999999785796,1648885.270000000018626,1676125.319999999832362,11973651.309999998658895
20141024,1999391.079999999841675,1654269.399999999906868,1914371.319999999832362,1599303.069999999832362,1534404.510000000009313,1665242.709999999962747,1694243.560000000055879,12061228.650000000372529
20141027,1997300.859999999869615,1662628.600000000093132,1915525.239999999990687,1613879.649999999906868,1524307.319999999832362,1684667.170000000158325,1703302.679999999934807,12101614.519999999552965
20141028,2028274.119999999878928,1682133.400000000139698,1946681.079999999841675,1625044.689999999944121,1516827.919999999925494,1699320.709999999962747,1712731.560000000055879,12211016.479999998584390
20141029,2039675.320000000065193,1679172.850000000093132,1957066.359999999869615,1636985.079999999841675,1531786.719999999972060,1694038.620000000111759,1718647.719999999972060,12257375.669999999925494
20141030,2032834.599999999860302,1698329.350000000093132,1879753.719999999739230,1659935.439999999944121,1548241.399999999906868,1703921.239999999990687,1735656.679999999934807,12258675.429999999701977
20141031,2052216.639999999897555,1698329.350000000093132,1962258.999999999767169,1671410.619999999878928,1566191.959999999962747,1717552.439999999944121,1756548.120000000111759,12424511.129999998956919
20141103,2078819.439999999944121,1673425.900000000139698,1979567.800000000046566,1666448.379999999888241,1563574.169999999925494,1703069.290000000037253,1753774.919999999925494,12418682.900000000372529
20141104,2063617.839999999850988,1671161.949999999953434,1992837.879999999655411,1684436.500000000000000,1563948.139999999897555,1723175.309999999823049,1755993.479999999981374,12455174.100000001490116
20141105,2068558.359999999869615,1668027.250000000000000,1947834.999999999767169,1687537.899999999906868,1582272.669999999925494,1729309.349999999860302,1771153.639999999897555,12454697.169999999925494
20141106,2065518.040000000037253,1694323.900000000139698,1951296.759999999776483,1690484.229999999981374,1581524.729999999748543,1736465.729999999981374,1778733.719999999972060,12498350.110000001266599
20141107,2071408.659999999916181,1700593.300000000046566,1937449.719999999739230,1677923.560000000055879,1582646.639999999897555,1744303.670000000158325,1730664.919999999925494,12444993.470000000670552
20141110,2067988.299999999813735,1709474.949999999953434,1918986.999999999767169,1687537.899999999906868,1585264.429999999934807,1754867.849999999860302,1751741.239999999990687,12475864.669999999925494
20141111,2084520.040000000037253,1709126.650000000139698,1921871.800000000046566,1688933.529999999795109,1589752.069999999832362,1754015.899999999906868,1769119.959999999962747,12517342.949999999254942
20141112,2113973.139999999664724,1715221.899999999906868,1925910.520000000018626,1686452.409999999916181,1597231.469999999972060,1756060.580000000074506,1768935.080000000074506,12563788.099999999627471
20141113,2143806.279999999329448,1724103.550000000046566,1943219.319999999832362,1691414.649999999906868,1600223.229999999748543,1758957.209999999962747,1773002.440000000176951,12634729.679999997839332
20141114,2169649.000000000000000,1710868.149999999906868,1958797.239999999990687,1677303.279999999795109,1597979.409999999683350,1745326.010000000009313,1758396.919999999925494,12618323.009999999776483
20141117,2166038.620000000111759,1707211.000000000000000,1975529.079999999841675,1679474.259999999776483,1605084.839999999850988,1750778.489999999990687,1783540.599999999860302,12667659.890000000596046
20141118,2194161.580000000074506,1671510.250000000000000,2002646.199999999953434,1687692.969999999972060,1627897.010000000009313,1752482.389999999897555,1815339.959999999962747,12751733.359999999403954
20141119,2178959.979999999515712,1684049.050000000046566,1981875.639999999897555,1686607.479999999981374,1653700.939999999711290,1755549.409999999916181,1790750.919999999925494,12731496.419999998062849
20141120,2210123.259999999776483,1699200.099999999860302,2074189.239999999990687,1677613.419999999925494,1654822.849999999860302,1762876.179999999934807,1790566.039999999804422,12869394.089999997988343
20141121,2213163.580000000074506,1711564.750000000000000,2053418.679999999934807,1672651.179999999934807,1664172.099999999860302,1768839.830000000074506,1787977.719999999972060,12871790.839999999850988
20141124,2254207.899999999441206,1713654.550000000046566,2091498.039999999804422,1657454.319999999832362,1655570.790000000037253,1768499.050000000046566,1791490.440000000176951,12932378.089999997988343
20141125,2234635.839999999850988,1689447.700000000186265,2095536.759999999776483,1654663.060000000055879,1661554.309999999823049,1762365.010000000009313,1809978.440000000176951,12908184.119999999180436
20141126,2261238.639999999664724,1701464.050000000046566,2129000.439999999478459,1662571.629999999888241,1656318.729999999748543,1778381.670000000158325,1813860.919999999925494,13002839.079999998211861
20141128,2259908.500000000000000,1731069.550000000046566,2149194.040000000037253,1678698.909999999916181,1676513.109999999869615,1779744.790000000037253,1823474.679999999934807,13098606.579999998211861
20141201,2186560.779999999329448,1722013.750000000000000,2144578.360000000335276,1675287.369999999878928,1666041.949999999720603,1779574.399999999906868,1831424.520000000018626,13005484.129999998956919
20141202,2178199.899999999441206,1709474.949999999953434,2169387.639999999664724,1682730.729999999981374,1665667.979999999748543,1778892.840000000083819,1845660.280000000027940,13030017.319999998435378
20141203,2202902.500000000000000,1716963.400000000139698,2159579.319999999366701,1670480.199999999953434,1637994.199999999720603,1792353.649999999906868,1863593.639999999897555,13043869.910000000149012
20141204,2194541.620000000111759,1723232.800000000046566,2161310.200000000186265,1667999.079999999841675,1626775.099999999860302,1790820.139999999897555,1842702.199999999953434,13007384.140000000596046
20141205,2185230.639999999664724,1735249.150000000139698,2173426.360000000335276,1682730.729999999981374,1627897.010000000009313,1792524.040000000037253,1854904.280000000027940,13051965.209999999031425
20141208,2135825.440000000409782,1749007.000000000232831,2146309.240000000223517,1682885.799999999813735,1613312.179999999934807,1803429.000000000000000,1847324.199999999953434,12978095.859999999403954
20141209,2168508.879999999888241,1735249.150000000139698,2128423.479999999515712,1675597.509999999776483,1572175.479999999748543,1789457.020000000018626,1867661.000000000000000,12937075.519999999552965
20141210,2127274.540000000037253,1723058.649999999906868,2101306.360000000335276,1647529.839999999850988,1555720.799999999813735,1776507.380000000121072,1831979.160000000149012,12763379.730000002309680
20141211,2121003.879999999888241,1746220.600000000093132,2117461.240000000223517,1654973.199999999953434,1553103.010000000009313,1781789.469999999972060,1843811.479999999981374,12818365.880000002682209
20141212,2085090.099999999860302,1737687.250000000000000,2090344.119999999646097,1619462.169999999925494,1529916.869999999646097,1757764.479999999981374,1825878.120000000111759,12646146.109999999403954
20141215,2056587.099999999860302,1742389.300000000046566,2072458.359999999869615,1612173.879999999888241,1517201.889999999897555,1756571.750000000000000,1816819.000000000000000,12574204.279999999329448
20141216,2028464.139999999897555,1690318.450000000186265,2051687.800000000046566,1593565.479999999981374,1510470.429999999934807,1756401.359999999869615,1772078.039999999804422,12402988.699999997392297
20141217,2079009.459999999729916,1723058.649999999906868,2090921.079999999841675,1613879.649999999906868,1553850.949999999720603,1779063.229999999981374,1832903.560000000055879,12672689.580000000074506
20141218,2140575.940000000409782,1753186.600000000093132,2135923.959999999962747,1656368.829999999841675,1585264.429999999934807,1805303.290000000037253,1890216.359999999869615,12966842.410000000149012
20141219,2124044.200000000186265,1775129.500000000232831,2098421.559999999590218,1636830.009999999776483,1568809.750000000000000,1801895.489999999990687,1894838.359999999869615,12899971.869999999180436
20141222,2146086.519999999552965,1802471.050000000046566,2146886.200000000186265,1655283.339999999850988,1583768.549999999813735,1811437.330000000074506,1905006.760000000009313,13050942.750000000000000
20141223,2138485.719999999739230,1806998.950000000186265,2159579.319999999366701,1617136.119999999878928,1606954.689999999711290,1822342.290000000037253,1901494.039999999804422,13052994.129999998956919
20141224,2128414.660000000149012,1803515.950000000186265,2160156.279999999329448,1621943.290000000037253,1605832.779999999795109,1818423.320000000065193,1898351.080000000074506,13036640.359999999403954
20141226,2166038.620000000111759,1806824.800000000046566,2166502.839999999850988,1629231.579999999841675,1606580.719999999972060,1818082.540000000037253,1895947.639999999897555,13089211.740000002086163
20141229,2164518.459999999962747,1820408.500000000000000,2145155.319999999366701,1633418.469999999972060,1602841.019999999785796,1822342.290000000037253,1891880.280000000027940,13080567.339999997988343
20141230,2138105.679999999701977,1815880.600000000093132,2120923.000000000000000,1633883.679999999934807,1599101.319999999832362,1822001.510000000009313,1901494.039999999804422,13031392.829999998211861
20141231,2097441.399999999441206,1828071.100000000093132,2093805.879999999655411,1621633.149999999906868,1578906.939999999711290,1803599.389999999897555,1868955.160000000149012,12892416.019999999552965
20150102,2077489.299999999813735,1801252.000000000232831,2097844.599999999627471,1620857.799999999813735,1575915.179999999934807,1796613.399999999906868,1863223.880000000121072,12833199.160000000149012
20150105,2018963.139999999897555,1763461.450000000186265,2074189.239999999990687,1609537.689999999944121,1575915.179999999934807,1774973.870000000111759,1832533.800000000046566,12649577.370000001043081
20150106,2019153.159999999916181,1758062.800000000046566,2035532.919999999925494,1601629.119999999878928,1587882.219999999972060,1759127.599999999860302,1828836.199999999953434,12590227.019999999552965
20150107,2047466.139999999897555,1818318.699999999953434,2078227.959999999962747,1636985.079999999841675,1607702.629999999888241,1789116.239999999990687,1847509.080000000074506,12825328.830000000074506
20150108,2126134.419999999925494,1858547.350000000093132,2116884.279999999329448,1649855.889999999897555,1627149.069999999832362,1826261.260000000009313,1935696.840000000083819,13140532.109999997541308
20150109,2128414.660000000149012,1826677.900000000139698,2120923.000000000000000,1627370.739999999990687,1609198.510000000009313,1803258.609999999869615,1917578.599999999860302,13033425.019999999552965
20150112,2075969.139999999897555,1818492.850000000093132,2111691.639999999664724,1621788.219999999972060,1594613.679999999934807,1792524.040000000037253,1895947.639999999897555,12911030.210000000894070
20150113,2094401.079999999841675,1806476.500000000000000,2105922.040000000037253,1624579.479999999981374,1594239.709999999962747,1795250.280000000027940,1905561.399999999906868,12926433.489999998360872
20150114,2086420.239999999757856,1787494.150000000139698,2097267.639999999664724,1612794.159999999916181,1591621.919999999925494,1768158.270000000018626,1910368.280000000027940,12854127.659999998286366
20150115,2029794.279999999795109,1759107.700000000186265,2088036.279999999562278,1589378.589999999850988,1584890.459999999962747,1775655.429999999934807,1931259.719999999972060,12758125.459999999031425
20150116,2014022.619999999878928,1813268.350000000093132,2103037.240000000223517,1613414.439999999944121,1590500.010000000009313,1815356.300000000046566,1955479.000000000000000,12905080.960000000894070
20150120,2065898.079999999841675,1798117.300000000046566,2082266.679999999934807,1570770.189999999944121,1614060.119999999646097,1803429.000000000000000,1952705.800000000046566,12887250.169999999925494
20150121,2081669.739999999757856,1802993.500000000000000,2104768.119999999180436,1580229.459999999962747,1621539.519999999785796,1789286.630000000121072,2021111.399999999906868,13001601.370000001043081
20150122,2135825.440000000409782,1847227.599999999860302,2129577.399999999441206,1609072.479999999981374,1637246.260000000009313,1843129.870000000111759,2104862.040000000037253,13306944.089999999850988
20150123,2146846.599999999627471,1835037.100000000093132,2103037.240000000223517,1584881.560000000055879,1619669.669999999925494,1823194.239999999990687,2070659.239999999990687,13183328.650000000372529
20150126,2149126.839999999850988,1852277.949999999953434,2066111.800000000046566,1585811.979999999981374,1608076.599999999860302,1824386.969999999972060,2063448.919999999925494,13149244.060000000521541
20150127,2073878.919999999925494,1831379.949999999953434,1972644.279999999562278,1583175.790000000037253,1585264.429999999934807,1807007.189999999944121,2033868.120000000111759,12887221.679999999701977
20150128,2191121.259999999776483,1824065.649999999906868,1948988.919999999925494,1573716.520000000018626,1567687.839999999850988,1781959.859999999869615,2005211.719999999972060,12892754.769999999552965
20150129,2259338.440000000409782,1874220.850000000093132,1973798.199999999953434,1587672.819999999832362,1574419.299999999813735,1781278.300000000046566,2022405.560000000055879,13073136.470000000670552
20150130,2226274.959999999962747,1818492.850000000093132,1906293.879999999655411,1552937.139999999897555,1539640.089999999850988,1751971.219999999972060,1964353.239999999990687,12759966.379999998956919
20150202,2254207.899999999441206,1818667.000000000232831,1941488.439999999711290,1563636.969999999972060,1555346.830000000074506,1781959.859999999869615,1983580.760000000009313,12898890.759999997913837
20150203,2254587.940000000409782,1867603.149999999906868,1944373.239999999990687,1588913.379999999888241,1556842.709999999962747,1806836.800000000046566,1993194.520000000018626,13012354.740000000223517
20150204,2271879.759999999776483,1887978.699999999953434,1938603.639999999897555,1571855.679999999934807,1558712.559999999823049,1818593.709999999962747,1995228.199999999953434,13042855.250000000000000
20150205,2279100.519999999552965,1898079.399999999906868,1958220.279999999562278,1588913.379999999888241,1562826.229999999748543,1830180.229999999981374,2011867.399999999906868,13129190.439999999478459
20150206,2259908.500000000000000,1898950.150000000139698,1921294.839999999618158,1567823.859999999869615,1550111.250000000000000,1826602.040000000037253,1989312.039999999804422,13014005.679999999701977
20150209,2274920.080000000074506,1886759.650000000139698,1899947.319999999832362,1547354.619999999878928,1541883.909999999683350,1802236.270000000018626,1968790.359999999869615,12921895.209999999031425
20150210,2318624.679999999701977,1927336.600000000093132,1944373.239999999990687,1556193.609999999869615,1585638.399999999906868,1815015.520000000018626,2014640.599999999860302,13161825.649999998509884
20150211,2372970.399999999441206,1921067.200000000186265,1935718.839999999618158,1556658.819999999832362,1584516.489999999757856,1836314.270000000018626,2030910.039999999804422,13238159.059999998658895
20150212,2402993.559999999590218,1953284.949999999953434,1969182.520000000018626,1526575.239999999990687,1577037.089999999850988,1840914.800000000046566,2030725.160000000149012,13300716.320000000298023
20150213,2414774.799999999813735,1948582.900000000139698,1982452.599999999860302,1544873.500000000000000,1570305.629999999888241,1840233.239999999990687,2023329.959999999962747,13324555.629999998956919
20150217,2429026.299999999813735,1950498.550000000046566,2004377.079999999841675,1557589.239999999990687,1563574.169999999925494,1840233.239999999990687,2029246.120000000111759,13374547.699999999254942
20150218,2445938.080000000074506,1950324.399999999906868,1977259.959999999962747,1550145.879999999888241,1560582.409999999683350,1839892.459999999962747,2029431.000000000000000,13353577.190000001341105
20150219,2440807.540000000037253,1932038.649999999906868,1973798.199999999953434,1561621.060000000055879,1574793.269999999785796,1840062.849999999860302,2034237.880000000121072,13357362.449999999254942
20150220,2460759.639999999664724,1954678.149999999906868,1985337.399999999674037,1554797.979999999981374,1569557.689999999711290,1837166.219999999972060,2082121.800000000046566,13444421.879999998956919
20150223,2527266.639999999664724,1955374.750000000000000,1947834.999999999767169,1553557.419999999925494,1565070.049999999813735,1824557.359999999869615,2152006.440000000409782,13525670.660000000149012
20150224,2511494.979999999515712,2033219.800000000046566,1985337.399999999674037,1561621.060000000055879,1575541.209999999962747,1832565.689999999944121,2134073.080000000074506,13633856.219999998807907
20150225,2447268.219999999739230,2025557.200000000186265,1958797.239999999990687,1569529.629999999888241,1572549.449999999720603,1821660.729999999981374,2108559.639999999664724,13503925.109999999403954
20150226,2478241.479999999515712,2009361.250000000000000,1941488.439999999711290,1594185.759999999776483,1587882.219999999972060,1837166.219999999972060,2101349.320000000298023,13549677.689999999478459
20150227,2440997.559999999590218,1998389.800000000046566,1918410.039999999804422,1589688.729999999981374,1619295.699999999720603,1830691.399999999906868,2100794.679999999701977,13498270.909999998286366
