代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,15171198.640000000596046
真實報酬,5171198.640000000596046

夏普值報酬,0.508419864000000
夏普值風險,0.116504046119525
夏普值,4.363967440910980

預期報酬,21295.052740926850674
風險,232079.255769722833065
趨勢值,0.091757674206162
找到最佳解世代,1765
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,6
AAPL[0](6),DIS[6](1),HD[9](2),KO[14](12),VZ[26](11),WMT[28](5),
20120619,2567747.650000000372529,2625427.000000000000000,2685816.399999999906868,1868458.419999999692664,1980518.770000000018626,2177583.830000000074506,13905556.070000000298023
20120620,2560404.370000000577420,2637584.199999999720603,2678717.839999999850988,1864018.000000000000000,1961044.500000000000000,2200384.059999999590218,13902156.969999998807907
20120621,2524911.850000000093132,2619348.399999999906868,2599112.560000000055879,1842309.280000000027940,1962403.169999999925494,2174051.400000000372529,13722140.660000000149012
20120622,2544493.930000000167638,2623216.599999999627471,2637647.600000000093132,1848723.219999999739230,1990482.350000000093132,2161206.200000000186265,13805773.899999998509884
20120625,2494926.790000000502914,2580666.399999999906868,2612295.600000000093132,1844776.179999999934807,1976895.649999999906868,2189465.640000000596046,13699030.260000001639128
20120626,2500434.250000000000000,2613822.399999999906868,2630549.040000000037253,1852176.879999999888241,1985500.560000000288710,2202310.839999999850988,13784797.970000000670552
20120627,2511143.199999999720603,2645320.599999999627471,2613816.719999999739230,1883259.820000000065193,1982783.220000000204891,2202631.969999999739230,13838959.529999997466803
20120628,2487277.540000000502914,2642557.600000000093132,2620915.279999999795109,1888687.000000000000000,1991388.129999999888241,2193319.200000000186265,13824148.750000000000000
20120629,2552755.120000000577420,2680134.399999999906868,2686830.479999999981374,1929144.159999999916181,2012673.959999999962747,2238919.660000000149012,14100461.780000001192093
20120702,2590083.460000000428408,2692291.599999999627471,2687844.560000000055879,1946905.839999999850988,2034865.570000000065193,2227037.849999999627471,14179032.880000000819564
20120703,2620068.520000000018626,2685107.800000000279397,2618887.120000000111759,1952826.399999999674037,2035771.350000000093132,2271996.049999999813735,14184661.239999998360872
20120705,2665964.020000000018626,2658583.000000000000000,2642210.959999999962747,1935558.099999999627471,2033054.010000000009313,2282593.339999999850988,14217967.429999997839332
20120706,2648217.760000000242144,2654714.799999999813735,2644239.120000000111759,1928157.399999999674037,2011768.180000000167638,2291584.980000000447035,14178686.240000000223517
20120709,2683404.310000000055879,2652504.399999999906868,2642718.000000000000000,1923716.979999999981374,2026260.660000000149012,2304430.180000000633299,14233038.530000001192093
20120710,2658620.740000000223517,2617138.000000000000000,2647788.399999999906868,1923716.979999999981374,2024449.100000000093132,2315669.730000000447035,14187386.950000001117587
20120711,2642098.359999999869615,2612164.600000000093132,2619901.200000000186265,1910889.099999999627471,2033506.899999999906868,2320486.680000000633299,14139050.839999999850988
20120712,2617926.730000000447035,2619900.999999999534339,2613816.719999999739230,1890660.519999999785796,2023090.430000000167638,2322092.330000000074506,14087491.730000000447035
20120713,2644240.150000000372529,2663003.799999999813735,2641196.880000000353903,1906448.679999999934807,2047546.489999999990687,2350030.640000000596046,14252470.640000000596046
20120716,2652807.310000000055879,2644768.000000000000000,2608746.320000000298023,1886713.479999999981374,2050263.830000000074506,2343608.040000000037253,14186910.980000000447035
20120717,2653113.279999999795109,2727105.399999999906868,2571732.399999999906868,1916809.659999999916181,2067926.539999999804422,2347461.599999999627471,14284152.879999998956919
20120718,2650053.580000000074506,2727105.399999999906868,2581366.159999999683350,1910395.719999999739230,2078343.010000000009313,2339433.349999999627471,14286701.219999998807907
20120719,2685240.130000000353903,2707211.799999999813735,2583901.359999999869615,1913356.000000000000000,2017202.860000000102445,2297044.190000000409782,14203960.339999999850988
20120720,2641486.419999999925494,2685107.800000000279397,2570718.320000000298023,1900528.120000000111759,2014938.410000000149012,2320165.549999999813735,14132948.620000001043081
20120723,2639344.630000000353903,2651399.199999999720603,2583901.359999999869615,1896581.079999999841675,2008597.950000000186265,2307320.349999999627471,14087148.569999998435378
20120724,2626799.859999999869615,2661345.999999999534339,2594549.200000000186265,1891153.899999999674037,1982330.330000000074506,2316633.120000000111759,14072816.410000000149012
20120725,2513284.990000000223517,2669082.399999999906868,2589478.799999999813735,1900034.739999999757856,1980065.879999999888241,2314706.339999999850988,13966657.149999998509884
20120726,2512979.020000000018626,2746999.000000000000000,2682774.159999999683350,1944932.320000000065193,2013579.739999999990687,2365766.009999999776483,14267034.250000000000000
20120727,2557650.640000000130385,2759708.799999999813735,2723337.359999999869615,1974041.739999999757856,2033506.899999999906868,2393062.059999999590218,14441311.500000000000000
20120730,2600792.410000000149012,2751972.399999999906868,2700013.520000000018626,2001177.639999999897555,2035771.350000000093132,2407834.040000000037253,14497565.359999999403954
20120731,2669635.660000000149012,2715500.799999999813735,2645760.240000000223517,1993283.559999999823049,2044376.260000000009313,2390171.890000000596046,14458732.410000000149012
20120801,2652501.339999999850988,2715500.799999999813735,2620408.240000000223517,1998710.739999999757856,2047546.489999999990687,2364160.360000000335276,14398831.969999998807907
20120802,2656784.919999999925494,2706659.199999999720603,2605704.080000000074506,1967627.800000000046566,2020825.979999999981374,2377968.950000000186265,14335574.929999999701977
20120803,2691359.529999999795109,2750314.600000000093132,2651337.680000000167638,1994270.320000000065193,2013579.739999999990687,2394025.450000000186265,14494891.320000000298023
20120806,2721344.589999999850988,2743683.399999999906868,2636633.520000000018626,1989336.519999999785796,2023996.209999999962747,2385354.940000000409782,14500353.179999999701977
20120807,2714001.310000000055879,2752525.000000000000000,2656915.120000000111759,1968121.179999999934807,2014032.629999999888241,2376042.169999999925494,14481641.410000002011657
20120808,2709411.760000000242144,2790101.799999999813735,2676689.680000000167638,1962694.000000000000000,2000898.820000000065193,2386318.330000000074506,14526118.390000000596046
20120809,2713389.370000000577420,2760814.000000000000000,2694943.120000000111759,1954799.919999999692664,2008145.060000000288710,2371546.349999999627471,14503641.820000000298023
20120810,2717366.980000000447035,2743683.399999999906868,2690379.760000000242144,1943945.559999999823049,2019920.200000000186265,2366087.140000000596046,14481387.040000002831221
20120813,2753777.410000000149012,2755288.000000000000000,2678210.799999999813735,1939011.759999999776483,2004974.830000000074506,2357095.500000000000000,14488362.299999998882413
20120814,2761120.689999999944121,2745893.799999999813735,2774041.359999999869615,1942958.800000000046566,2007692.169999999925494,2376684.430000000633299,14608395.250000000000000
20120815,2757449.050000000279397,2756945.799999999813735,2788745.520000000018626,1941478.659999999916181,2001351.709999999962747,2390814.150000000372529,14636788.889999998733401
20120816,2781620.680000000167638,2776839.399999999906868,2855167.760000000242144,1951346.259999999776483,1998181.479999999981374,2316954.250000000000000,14680113.830000000074506
20120817,2833023.640000000130385,2788444.000000000000000,2876463.439999999944121,1950359.500000000000000,1995464.140000000130385,2311816.169999999925494,14755574.890000000596046
20120820,2907374.350000000093132,2787891.399999999906868,2868350.799999999813735,1947399.219999999739230,1979160.100000000093132,2321771.200000000186265,14811951.070000000298023
20120821,2867598.250000000000000,2743130.799999999813735,2855674.799999999813735,1937038.239999999757856,1942476.010000000009313,2293832.890000000596046,14639754.990000000223517
20120822,2923590.760000000242144,2744235.999999999534339,2871900.080000000074506,1912862.620000000111759,1930247.979999999981374,2304751.309999999590218,14687592.750000000000000
20120823,2896359.430000000167638,2717158.600000000093132,2867336.719999999739230,1880299.539999999804422,1913491.050000000046566,2298007.580000000074506,14572656.919999999925494
20120824,2899113.160000000149012,2738710.000000000000000,2888125.359999999869615,1898061.219999999739230,1955156.930000000167638,2315669.730000000447035,14694840.399999998509884
20120827,2953575.820000000298023,2742578.200000000186265,2873421.200000000186265,1883259.820000000065193,1936588.439999999944121,2328193.799999999813735,14717621.280000001192093
20120828,2949598.210000000428408,2742578.200000000186265,2866322.640000000130385,1874872.359999999869615,1932512.430000000167638,2325303.629999999888241,14691191.469999998807907
20120829,2943784.779999999795109,2765234.799999999813735,2882040.880000000353903,1848229.839999999850988,1951533.810000000288710,2336864.309999999590218,14727692.420000001788139
20120830,2901866.890000000130385,2730973.600000000093132,2870886.000000000000000,1832441.679999999934807,1937041.330000000074506,2320165.549999999813735,14593379.050000000745058
20120831,2907680.320000000298023,2733736.599999999627471,2877477.520000000018626,1845269.559999999823049,1944740.459999999962747,2331405.099999999627471,14640313.560000000521541
20120904,2950210.150000000372529,2744235.999999999534339,2879505.680000000167638,1839349.000000000000000,1979160.100000000093132,2360627.930000000633299,14753092.859999999403954
20120905,2929710.160000000149012,2806679.799999999813735,2866829.680000000167638,1850696.739999999757856,1983689.000000000000000,2361912.450000000186265,14799521.830000001937151
20120906,2956023.580000000074506,2865808.000000000000000,2923111.120000000111759,1882273.059999999823049,1999540.149999999906868,2402374.830000000074506,15029134.740000000223517
20120907,2974381.779999999795109,2859176.799999999813735,2903336.560000000055879,1869938.559999999823049,1980065.879999999888241,2370582.959999999962747,14957486.540000002831221
20120910,2896971.370000000577420,2847019.600000000093132,2905364.719999999739230,1858097.439999999711290,1995464.140000000130385,2360627.930000000633299,14863549.200000002980232
20120911,2887486.300000000279397,2849230.000000000000000,2875956.399999999906868,1863524.620000000111759,2003616.160000000149012,2378290.080000000074506,14858107.560000000521541
20120912,2927568.370000000577420,2856966.399999999906868,2892688.719999999739230,1852670.259999999776483,2033054.010000000009313,2378611.209999999962747,14941562.969999998807907
20120913,2985396.699999999720603,2906700.399999999906868,2956068.719999999739230,1892140.659999999916181,2064303.419999999925494,2412972.120000000111759,15217586.019999999552965
20120914,3021501.160000000149012,2892885.399999999906868,3014885.359999999869615,1880792.919999999692664,2016749.970000000204891,2392419.799999999813735,15219238.609999999403954
20120917,3058829.500000000000000,2881833.399999999906868,2986998.159999999683350,1892140.659999999916181,2019014.419999999925494,2376042.169999999925494,15214862.310000000521541
20120918,3068008.600000000093132,2868018.399999999906868,2984462.959999999962747,1905461.919999999692664,2033959.789999999804422,2374757.650000000372529,15234673.320000000298023
20120919,3068926.510000000242144,2912226.399999999906868,3015392.399999999906868,1900528.120000000111759,2050263.830000000074506,2388245.110000000335276,15335586.370000001043081
20120920,3053933.980000000447035,2910015.999999999534339,3005758.640000000130385,1906448.679999999934807,2060227.410000000149012,2400448.049999999813735,15336836.760000001639128
20120921,3060053.380000000353903,2914436.799999999813735,3012857.200000000186265,1876352.500000000000000,2067020.760000000009313,2390814.150000000372529,15321538.789999999105930
20120924,3019359.370000000577420,2924383.600000000093132,3011336.080000000074506,1880792.919999999692664,2068832.320000000065193,2400126.919999999925494,15304835.210000000894070
20120925,2944090.750000000000000,2903384.799999999813735,3028068.399999999906868,1859084.199999999953434,2066114.979999999981374,2384712.680000000633299,15185459.809999998658895
20120926,2907680.320000000298023,2870228.799999999813735,3000181.200000000186265,1863031.239999999757856,2064756.310000000288710,2382464.769999999552965,15088346.640000000596046
20120927,2978053.419999999925494,2905595.199999999720603,3036181.040000000037253,1890167.139999999897555,2072455.439999999944121,2375721.040000000037253,15258177.280000001192093
20120928,2915941.510000000242144,2889017.200000000186265,3061026.000000000000000,1871418.699999999953434,2063850.530000000027940,2369940.700000000186265,15171198.640000000596046
