代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13726677.450000001117587
真實報酬,3726677.450000001117587

夏普值報酬,0.363967745000000
夏普值風險,0.096508201266008
夏普值,3.771365958803701

預期報酬,16009.734580981195904
風險,234017.174862614745507
趨勢值,0.068412647876721
找到最佳解世代,1740
找到最佳解實驗#,1
找到最佳解次數,33

stock[index](rank)
投資組合檔數,6
AAPL[0](2),DIS[6](6),HD[9](1),INTC[11](13),NKE[19](4),UNH[23](3),
20150217,2355948.000000000000000,2065608.179999999934807,2326624.209999999962747,2119323.100000000093132,1990378.449999999953434,2297286.900000000372529,13155172.839999999850988
20150218,2372350.700000000186265,2060450.299999999813735,2326416.479999999981374,2090650.750000000000000,2028513.250000000000000,2297496.200000000186265,13175881.679999999701977
20150219,2367374.599999999627471,2061045.439999999944121,2304604.830000000074506,2086990.449999999953434,2030246.649999999906868,2302938.000000000000000,13153203.969999998807907
20150220,2386726.099999999627471,2074138.519999999785796,2331609.729999999981374,2099191.449999999720603,2057114.349999999860302,2357146.700000000186265,13305930.849999997764826
20150223,2451231.099999999627471,2082867.239999999757856,2332440.649999999906868,2059538.199999999720603,2058847.749999999767169,2436262.100000000093132,13421191.039999999105930
20150224,2435934.199999999254942,2076519.079999999841675,2425295.959999999962747,2099191.449999999720603,2067514.750000000000000,2415960.000000000465661,13520419.439999999478459
20150225,2373640.799999999813735,2094373.279999999795109,2416155.839999999850988,2071129.150000000139698,2097849.249999999534339,2387076.600000000093132,13440228.919999999925494
20150226,2403681.699999999254942,2074336.899999999906868,2396836.949999999720603,2052827.649999999906868,2101749.399999999906868,2378913.899999999906868,13408350.500000000000000
20150227,2367558.900000000372529,2064814.659999999916181,2383749.959999999962747,2028425.649999999906868,2104349.500000000000000,2378286.000000000000000,13327188.669999999925494
20150302,2379169.799999999813735,2100721.439999999478459,2412208.970000000204891,2077839.699999999953434,2139884.200000000186265,2394402.100000000093132,13504230.209999999031425
20150303,2384145.900000000372529,2109846.919999999925494,2411170.319999999832362,2080279.899999999906868,2122983.549999999813735,2362169.899999999906868,13470600.490000000223517
20150304,2369033.299999999813735,2094373.279999999795109,2383957.689999999944121,2081499.999999999767169,2113016.500000000000000,2382262.699999999720603,13424147.469999998807907
20150305,2329777.399999999441206,2083660.760000000009313,2407846.639999999664724,2057708.049999999813735,2133383.949999999720603,2402564.800000000279397,13414945.599999997764826
20150306,2333279.099999999627471,2059656.779999999795109,2377518.060000000055879,2024765.349999999860302,2100016.000000000000000,2362588.500000000000000,13257827.789999999105930
20150309,2343231.299999999813735,2088223.500000000000000,2394136.459999999962747,1996092.999999999767169,2111283.099999999627471,2404867.100000000093132,13337838.459999999031425
20150310,2294760.400000000372529,2045175.040000000037253,2338257.089999999850988,1933867.899999999906868,2091348.999999999767169,2353797.899999999906868,13057211.330000000074506
20150311,2252924.299999999813735,2041207.439999999944121,2348851.319999999832362,1972301.049999999813735,2065781.350000000093132,2359239.700000000186265,13040309.160000000149012
20150312,2293654.599999999627471,2126114.080000000074506,2411793.509999999776483,1878963.399999999906868,2102616.100000000093132,2404448.500000000000000,13217594.189999999478459
20150313,2277804.799999999813735,2111632.339999999850988,2385204.069999999832362,1886894.049999999813735,2076181.749999999767169,2412192.600000000093132,13149913.609999997541308
20150316,2302869.599999999627471,2130081.679999999701977,2420102.709999999962747,1880793.549999999813735,2089615.599999999860302,2480633.700000000186265,13304100.839999999850988
20150317,2341388.299999999813735,2121948.099999999627471,2400991.549999999813735,1866152.349999999860302,2091782.350000000093132,2461378.100000000093132,13283644.749999998137355
20150318,2367743.200000000186265,2141984.479999999515712,2411378.049999999813735,1884453.849999999860302,2113016.500000000000000,2510772.899999999906868,13429352.980000000447035
20150319,2349866.099999999627471,2130081.679999999701977,2392266.889999999664724,1875303.099999999860302,2130350.499999999534339,2527516.900000000372529,13405389.169999999925494
20150320,2320378.099999999627471,2151109.959999999962747,2440667.979999999981374,1910075.949999999720603,2209653.549999999813735,2493610.300000000279397,13525499.839999999850988
20150323,2344521.399999999441206,2146943.979999999515712,2411170.319999999832362,1903365.399999999906868,2198386.449999999720603,2491517.300000000279397,13495908.849999999627471
20150324,2334937.799999999813735,2124923.799999999813735,2412832.160000000149012,1878353.349999999860302,2181052.449999999720603,2472261.700000000186265,13404365.259999997913837
20150325,2273934.500000000000000,2083065.619999999878928,2361522.850000000093132,1823448.849999999860302,2145084.399999999906868,2439192.300000000279397,13126252.520000001415610
20150326,2289784.299999999813735,2087826.739999999757856,2334310.220000000204891,1835039.799999999813735,2152451.350000000093132,2433122.600000000093132,13132539.009999997913837
20150327,2271538.599999999627471,2092587.859999999869615,2365261.989999999757856,1952169.399999999906868,2164151.799999999813735,2469959.400000000372529,13315673.049999998882413
20150330,2329040.200000000186265,2105284.179999999701977,2381257.199999999720603,1919226.699999999953434,2186252.649999999906868,2532540.100000000093132,13453605.029999999329448
20150331,2293286.000000000000000,2080883.439999999944121,2360068.739999999757856,1907635.749999999767169,2174118.850000000093132,2475819.800000000279397,13291816.580000000074506
20150401,2289968.599999999627471,2091794.339999999850988,2350097.699999999720603,1879573.449999999720603,2157218.200000000186265,2458238.600000000093132,13226894.889999998733401
20150402,2309688.700000000186265,2102903.620000000111759,2379387.629999999888241,1879573.449999999720603,2159384.949999999720603,2456354.899999999906868,13287297.250000000000000
20150406,2347101.599999999627471,2095563.559999999823049,2387904.560000000055879,1893604.599999999860302,2161118.349999999627471,2463471.100000000093132,13348767.769999997690320
20150407,2322405.400000000372529,2091595.959999999962747,2374402.109999999869615,1907025.699999999953434,2158518.250000000000000,2456145.600000000093132,13310097.019999999552965
20150408,2314849.099999999627471,2110045.299999999813735,2401199.280000000260770,1910075.949999999720603,2184952.600000000093132,2473726.799999999813735,13394853.029999997466803
20150409,2332541.899999999441206,2118178.879999999888241,2380010.819999999832362,1905805.599999999860302,2182352.500000000000000,2481261.600000000093132,13400155.299999998882413
20150410,2342494.099999999627471,2121749.719999999739230,2393928.729999999981374,1947899.049999999813735,2166318.549999999813735,2490680.100000000093132,13463074.249999998137355
20150413,2337886.599999999627471,2113021.000000000000000,2377310.330000000074506,1935698.050000000046566,2151151.299999999813735,2498424.200000000186265,13413495.480000000447035
20150414,2327750.099999999627471,2115996.700000000186265,2369208.859999999869615,1921056.849999999860302,2156784.850000000093132,2509935.700000000186265,13400737.059999998658895
20150415,2336596.500000000000000,2122344.860000000335276,2356745.060000000055879,2002803.549999999813735,2163285.100000000093132,2455517.699999999720603,13437296.769999997690320
20150416,2325354.200000000186265,2144563.419999999925494,2355083.220000000204891,2005243.749999999767169,2164585.149999999906868,2545098.100000000093132,13539931.839999999850988
20150417,2299183.599999999627471,2116591.839999999850988,2328701.509999999776483,1980841.749999999767169,2135550.700000000186265,2484610.399999999906868,13345483.799999998882413
20150420,2351709.099999999627471,2146943.979999999515712,2344488.989999999757856,1996703.049999999813735,2166751.899999999906868,2481889.500000000000000,13488490.519999997690320
20150421,2338992.399999999441206,2136231.459999999962747,2350928.620000000111759,1978401.549999999813735,2173252.149999999906868,2496540.500000000000000,13474350.679999999701977
20150422,2370507.700000000186265,2141389.339999999850988,2347189.479999999981374,1994872.900000000139698,2170218.699999999720603,2465773.400000000372529,13489955.519999999552965
20150423,2389859.199999999254942,2162417.620000000111759,2367339.290000000037253,1973521.149999999906868,2191019.500000000000000,2475191.900000000372529,13559352.660000000149012
20150424,2401101.500000000000000,2172931.759999999776483,2361938.310000000055879,1957049.799999999813735,2187552.699999999720603,2484191.799999999813735,13564769.870000001043081
20150427,2444780.599999999627471,2185429.700000000186265,2313952.680000000167638,1982671.899999999906868,2187119.349999999627471,2432913.299999999813735,13546871.530000001192093
20150428,2406261.899999999441206,2180668.580000000074506,2297126.549999999813735,2014394.500000000000000,2163718.449999999720603,2461168.800000000279397,13523342.779999999329448
20150429,2370876.299999999813735,2178486.400000000372529,2258281.040000000037253,2006463.849999999860302,2170652.050000000279397,2377867.399999999906868,13362631.040000000968575
20150430,2306555.599999999627471,2156862.979999999515712,2222343.750000000000000,1985722.149999999674037,2141617.600000000093132,2331612.100000000093132,13144718.179999997839332
20150501,2376589.599999999627471,2192571.379999999888241,2275730.359999999869615,2038796.500000000000000,2183652.549999999813735,2369286.100000000093132,13436630.490000000223517
20150504,2371982.099999999627471,2202688.759999999776483,2286324.589999999850988,2039406.549999999813735,2184952.600000000093132,2397750.900000000372529,13483109.500000000000000
20150505,2318535.099999999627471,2198324.400000000372529,2244778.589999999850988,1991212.599999999860302,2175852.250000000000000,2372844.200000000186265,13301551.140000000596046
20150506,2303975.400000000372529,2176700.979999999515712,2249971.839999999850988,1965590.499999999767169,2171518.750000000000000,2375355.799999999813735,13243117.269999999552965
20150507,2308582.900000000372529,2167575.500000000000000,2285909.129999999888241,1966810.600000000093132,2198386.449999999720603,2401936.900000000372529,13329205.480000000447035
20150508,2352077.700000000186265,2184437.799999999813735,2336387.520000000018626,2000973.399999999674037,2219620.599999999627471,2421192.500000000465661,13514693.519999999552965
20150511,2328118.700000000186265,2154482.419999999925494,2324546.910000000149012,1994262.849999999860302,2227420.899999999906868,2402146.200000000186265,13430981.980000000447035
20150512,2319825.200000000186265,2167178.740000000223517,2337426.169999999925494,1967420.649999999906868,2218320.549999999813735,2399425.300000000279397,13409600.609999999403954
20150513,2322405.400000000372529,2166186.839999999850988,2309798.080000000074506,1991212.599999999860302,2213553.699999999720603,2424959.899999999906868,13428120.519999999552965
20150514,2376589.599999999627471,2180866.959999999962747,2325377.830000000074506,2011344.249999999767169,2241288.099999999627471,2480843.000000000000000,13616313.739999998360872
20150515,2373272.200000000186265,2188207.019999999552965,2354667.759999999776483,2012564.350000000093132,2274656.049999999813735,2497587.000000000000000,13700958.379999998956919
20150518,2399442.799999999813735,2188802.160000000149012,2375025.299999999813735,2038186.449999999720603,2269889.200000000186265,2507424.100000000093132,13778774.009999999776483
20150519,2397231.200000000186265,2193364.900000000372529,2333687.030000000260770,2022325.149999999906868,2267289.100000000093132,2523121.600000000093132,13737022.980000000447035
20150520,2397046.899999999441206,2186223.219999999739230,2328701.509999999776483,2035746.249999999767169,2266855.750000000000000,2537563.299999999813735,13752140.929999999701977
20150521,2421558.799999999813735,2189992.439999999478459,2326831.939999999944121,2046727.149999999674037,2262088.899999999906868,2521237.899999999906868,13768441.130000000819564
20150522,2442753.299999999813735,2187413.500000000000000,2329947.889999999664724,2040626.650000000139698,2262955.599999999627471,2503028.800000000279397,13766729.740000000223517
20150526,2388937.700000000186265,2171146.339999999850988,2304397.100000000093132,2019274.899999999906868,2240854.750000000000000,2474773.299999999813735,13599388.089999999850988
20150527,2433538.299999999813735,2189595.679999999701977,2329947.889999999664724,2056487.949999999953434,2228287.600000000093132,2500098.600000000093132,13737960.019999997690320
20150528,2428746.500000000000000,2192769.759999999776483,2330571.080000000074506,2074789.449999999720603,2216587.149999999906868,2503656.700000000186265,13747124.640000000596046
20150529,2401101.500000000000000,2189595.679999999701977,2314575.870000000111759,2102241.700000000186265,2203153.300000000279397,2516005.399999999906868,13726677.450000001117587
