代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14030531.500000001862645
真實報酬,4030531.500000001862645

夏普值報酬,0.394353150000000
夏普值風險,0.102489073166359
夏普值,3.847757988404208

預期報酬,16637.305601220978133
風險,131575.709489473898429
趨勢值,0.126446634152879
找到最佳解世代,2092
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,7
AAPL[0](7),BA[2](3),DD[7](6),MCD[15](4),MSFT[18](1),UNH[23](2),UTX[24](10),
20170518,1927566.639999999897555,1923662.379999999888241,1669721.839999999850988,1820492.949999999953434,1679309.109999999636784,1749486.799999999813735,1678417.199999999953434,12448659.919999998062849
20170519,1934137.359999999869615,1960094.859999999869615,1689269.380000000121072,1834609.570000000298023,1678813.089999999850988,1761119.360000000102445,1703584.599999999860302,12561631.219999998807907
20170522,1945888.840000000083819,1991647.989999999757856,1680753.620000000111759,1835104.890000000130385,1697661.850000000093132,1782649.799999999813735,1710614.599999999860302,12644324.589999997988343
20170523,1943488.000000000000000,1989696.250000000000000,1675334.500000000000000,1830523.179999999934807,1703366.080000000074506,1787955.879999999888241,1716379.199999999953434,12646746.089999999850988
20170524,1937675.439999999944121,2008779.929999999934807,1693720.800000000046566,1851326.620000000111759,1705598.169999999692664,1791731.360000000102445,1716519.800000000046566,12705355.119999999180436
20170525,1944372.520000000018626,2028514.189999999944121,1671657.239999999990687,1854793.860000000102445,1726679.020000000018626,1816833.200000000186265,1718910.000000000000000,12761763.030000001192093
20170526,1941087.160000000149012,2023309.550000000046566,1683076.099999999860302,1855784.500000000232831,1735111.359999999636784,1811221.000000000000000,1713286.000000000000000,12762878.669999999925494
20170530,1941845.319999999832362,2026454.019999999785796,1678237.599999999860302,1856651.310000000288710,1746271.809999999823049,1801935.360000000102445,1705131.199999999953434,12756529.619999999180436
20170531,1930346.559999999823049,2034586.269999999785796,1707849.219999999972060,1868538.989999999990687,1732135.239999999990687,1787547.719999999972060,1705271.800000000046566,12766278.800000000745058
20170601,1935653.679999999934807,2031224.939999999944121,1729912.780000000027940,1887113.489999999990687,1738583.499999999767169,1832445.320000000065193,1712442.400000000139698,12867379.110000001266599
20170602,1964337.399999999906868,2062778.069999999832362,1737847.920000000158325,1903830.540000000270084,1779753.160000000149012,1830506.559999999823049,1717082.199999999953434,12996138.849999999627471
20170605,1945130.679999999934807,2048899.029999999795109,1742299.339999999850988,1892066.689999999944121,1792649.679999999934807,1830302.479999999981374,1701053.800000000046566,12952404.700000001117587
20170606,1951701.399999999906868,2025044.429999999934807,1756621.300000000046566,1872749.209999999962747,1798601.919999999692664,1845098.280000000027940,1688962.199999999953434,12938781.739999998360872
20170607,1963326.520000000018626,2039682.479999999981374,1763395.199999999953434,1881541.140000000130385,1795377.790000000037253,1869485.840000000083819,1684181.800000000046566,12996993.769999999552965
20170608,1958524.840000000083819,2059525.169999999925494,1763201.659999999916181,1875225.810000000288710,1784465.350000000093132,1853975.760000000009313,1686431.399999999906868,12981352.990000000223517
20170609,1882582.479999999748543,2060609.469999999972060,1784491.060000000055879,1875844.959999999962747,1744039.719999999739230,1851628.840000000083819,1696273.399999999906868,12895472.929999999701977
20170612,1837598.319999999832362,2060284.179999999934807,1764362.899999999906868,1838572.130000000121072,1730647.179999999934807,1829078.000000000000000,1685587.800000000046566,12746133.510000001639128
20170613,1852382.439999999944121,2072103.050000000046566,1798813.020000000018626,1855289.179999999934807,1752224.050000000046566,1847445.200000000186265,1688118.600000000093132,12866378.540000000968575
20170614,1834312.959999999962747,2086090.519999999785796,1778684.860000000102445,1865938.560000000288710,1742799.669999999692664,1860812.440000000176951,1687415.600000000093132,12856057.609999999403954
20170615,1823319.639999999897555,2119378.530000000260770,1766685.380000000121072,1872006.229999999981374,1733623.300000000046566,1840608.520000000018626,1697820.000000000000000,12853444.599999999627471
20170616,1797794.920000000158325,2130113.099999999627471,1774814.060000000055879,1882160.290000000270084,1736103.399999999906868,1853363.520000000018626,1693320.800000000046566,12867673.089999999850988
20170619,1849223.439999999944121,2158738.620000000111759,1797651.780000000027940,1896400.739999999990687,1757680.270000000018626,1867547.080000000074506,1713286.000000000000000,13040530.929999999701977
20170620,1832417.559999999823049,2150606.370000000111759,1794361.599999999860302,1907916.929999999934807,1733871.309999999823049,1870098.080000000074506,1708505.600000000093132,12997780.449999999254942
20170621,1843284.520000000018626,2159714.490000000223517,1755266.520000000018626,1903706.709999999962747,1742799.669999999692664,1886934.679999999934807,1711880.000000000000000,13003589.589999999850988
20170622,1840251.879999999888241,2162642.099999999627471,1759330.860000000102445,1916956.520000000251457,1742551.660000000149012,1903057.000000000000000,1717785.199999999953434,13042578.219999998807907
20170623,1848465.280000000027940,2192894.069999999366701,1749460.320000000065193,1914975.239999999990687,1766112.609999999636784,1890302.000000000000000,1718488.199999999953434,13080700.719999998807907
20170626,1842652.719999999972060,2168497.319999999366701,1752169.880000000121072,1906554.800000000279397,1749247.929999999934807,1888975.479999999981374,1713567.199999999953434,13021668.329999998211861
20170627,1816243.479999999748543,2156678.450000000186265,1739009.159999999916181,1903582.880000000121072,1716510.609999999636784,1883669.399999999906868,1709630.400000000139698,12925327.380000000819564
20170628,1842779.080000000074506,2164593.839999999850988,1743267.039999999804422,1910765.020000000251457,1731143.199999999720603,1894893.799999999813735,1722425.000000000000000,13009869.980000000447035
20170629,1815611.679999999934807,2141172.959999999962747,1728364.459999999962747,1896276.910000000149012,1698653.889999999664724,1890506.080000000074506,1710474.000000000000000,12881062.979999998584390
20170630,1819907.920000000158325,2144317.429999999701977,1738428.539999999804422,1896648.400000000139698,1709566.330000000074506,1892036.679999999934807,1716941.600000000093132,12917849.900000000372529
20170703,1813337.199999999953434,2153425.549999999813735,1762427.500000000000000,1888475.620000000111759,1690717.570000000065193,1904587.600000000093132,1716519.800000000046566,12929493.839999999850988
20170705,1820792.439999999944121,2188340.009999999776483,1748105.539999999804422,1895533.929999999934807,1713286.479999999748543,1920914.000000000000000,1726502.400000000139698,13013477.799999998882413
20170706,1803607.479999999748543,2184761.819999999366701,1751976.339999999850988,1895781.590000000083819,1700637.969999999739230,1907546.760000000009313,1713848.399999999906868,12958163.359999999403954
20170707,1821929.679999999934807,2194412.089999999850988,1761072.719999999972060,1935159.530000000260770,1722710.859999999636784,1917954.840000000083819,1723971.600000000093132,13077214.319999998435378
20170710,1833049.359999999869615,2211652.459999999962747,1778297.780000000027940,1925872.280000000260770,1735607.380000000121072,1907648.799999999813735,1730298.600000000093132,13122429.659999998286366
20170711,1838988.280000000027940,2236699.790000000037253,1779265.480000000214204,1918318.650000000139698,1735855.389999999664724,1897444.799999999813735,1737047.400000000139698,13143622.790000000968575
20170712,1841641.840000000083819,2238543.099999999627471,1826876.320000000065193,1938998.260000000242144,1764624.550000000046566,1904995.760000000009313,1739437.599999999860302,13255120.429999999701977
20170713,1867292.920000000158325,2236266.069999999366701,1808296.480000000214204,1919928.439999999944121,1780001.169999999692664,1892648.919999999925494,1730439.199999999953434,13234876.199999999254942
20170714,1883340.639999999897555,2260988.109999999403954,1825715.080000000074506,1922900.360000000102445,1805050.179999999934807,1907138.600000000093132,1735219.599999999860302,13340355.569999998435378
20170717,1889911.359999999869615,2266301.179999999701977,1822424.899999999906868,1922652.699999999953434,1819186.749999999767169,1901526.399999999906868,1731001.600000000093132,13353007.889999998733401
20170718,1896482.080000000074506,2258060.500000000000000,1812167.280000000027940,1906554.800000000279397,1817946.699999999720603,1906628.399999999906868,1724252.800000000046566,13322095.560000000521541
20170719,1908359.920000000158325,2286686.019999999552965,1840424.120000000111759,1905687.989999999990687,1831835.259999999776483,1930505.760000000009313,1730579.800000000046566,13434081.869999999180436
20170720,1899767.439999999944121,2280180.219999999739230,1829972.959999999962747,1909650.550000000279397,1840763.619999999878928,1954077.000000000000000,1721722.000000000000000,13436136.789999999105930
20170721,1898882.920000000158325,2300348.200000000186265,1823005.520000000018626,1906059.479999999981374,1830099.190000000176951,1956934.120000000111759,1736344.399999999906868,13451676.830000000074506
20170724,1921880.439999999944121,2300781.919999999925494,1825134.459999999962747,1880426.669999999925494,1825386.999999999767169,1947852.559999999823049,1731282.800000000046566,13432748.849999999627471
20170725,1930093.840000000083819,2303817.959999999962747,1842553.060000000055879,1969831.929999999934807,1840019.589999999850988,1942852.600000000093132,1693180.199999999953434,13522352.179999997839332
20170726,1939191.760000000009313,2531412.530000000260770,1830747.120000000111759,1938131.449999999953434,1836547.449999999720603,1946424.000000000000000,1680807.400000000139698,13703264.710000000894070
20170727,1902547.359999999869615,2613277.179999999701977,1821844.280000000027940,1943579.969999999972060,1814474.559999999823049,1927852.719999999972060,1668856.399999999906868,13692435.470000000670552
20170728,1889153.199999999953434,2616204.790000000037253,1810231.880000000121072,1929958.669999999925494,1811498.440000000176951,1950505.600000000093132,1671387.199999999953434,13678942.779999999329448
20170731,1879423.479999999748543,2629107.959999999962747,1770556.180000000167638,1921166.739999999990687,1803066.100000000093132,1957240.239999999990687,1667169.199999999953434,13627732.899999998509884
20170801,1896103.000000000000000,2596362.099999999627471,1782942.739999999990687,1907545.439999999944121,1800089.979999999748543,1961525.919999999925494,1671527.800000000046566,13616099.980000000447035
20170802,1985692.239999999757856,2580206.030000000260770,1772298.039999999804422,1939122.090000000083819,1792153.660000000149012,1969383.000000000000000,1692196.000000000000000,13731054.059999998658895
20170803,1965853.719999999972060,2583458.929999999701977,1748299.080000000074506,1915965.880000000121072,1789425.550000000046566,1987444.080000000074506,1702741.000000000000000,13693191.240000000223517
20170804,1976215.239999999757856,2577603.709999999962747,1767072.459999999962747,1904821.179999999934807,1802570.080000000074506,1988566.520000000018626,1708224.399999999906868,13725076.589999997988343
20170807,2006794.359999999869615,2604928.069999999366701,1760685.639999999897555,1919061.630000000121072,1795625.800000000046566,1987546.120000000111759,1666466.199999999953434,13741110.820000000298023
20170808,2022842.080000000074506,2597012.679999999701977,1747718.459999999962747,1918442.479999999981374,1805298.190000000176951,1988770.600000000093132,1661826.399999999906868,13741913.889999998733401
20170809,2035225.359999999869615,2540737.509999999776483,1750234.480000000214204,1918442.479999999981374,1797361.869999999878928,1988056.320000000065193,1647907.000000000000000,13677968.019999999552965
20170810,1962694.719999999972060,2525232.019999999552965,1739396.239999999990687,1939493.580000000074506,1771072.809999999823049,1964995.280000000027940,1641720.600000000093132,13544608.249999998137355
20170811,1989988.479999999748543,2546918.019999999552965,1743654.120000000111759,1947914.020000000251457,1798105.899999999906868,1969587.080000000074506,1643548.399999999906868,13639719.019999999552965
20170814,2019935.799999999813735,2571531.629999999888241,1747718.459999999962747,1947418.699999999953434,1825138.989999999990687,1976627.840000000083819,1647204.000000000000000,13735578.419999999925494
20170815,2042048.799999999813735,2593434.490000000223517,1754879.439999999944121,1951876.580000000074506,1815962.619999999878928,1984689.000000000000000,1630472.599999999860302,13773366.529999999329448
20170816,2033835.399999999906868,2576302.549999999813735,1762427.500000000000000,1967726.820000000298023,1826627.050000000046566,1977240.080000000074506,1659155.000000000000000,13803317.400000000372529
20170817,1994790.160000000149012,2554616.549999999813735,1741331.639999999897555,1955219.989999999990687,1795625.800000000046566,1966321.799999999813735,1632441.000000000000000,13640349.940000001341105
20170818,1990241.199999999953434,2556568.290000000037253,1747524.920000000158325,1953610.199999999953434,1797857.889999999664724,1947138.280000000027940,1623723.800000000046566,13616667.580000000074506
20170821,1986576.760000000009313,2555592.419999999925494,1760105.020000000018626,1961040.000000000232831,1789425.550000000046566,1959485.120000000111759,1620911.800000000046566,13633139.670000001788139
20170822,2019051.280000000027940,2599723.429999999701977,1785458.760000000009313,1976890.239999999990687,1814474.559999999823049,1987648.159999999916181,1626676.399999999906868,13809925.830000000074506
20170823,2021578.479999999748543,2581724.049999999813735,1780039.639999999897555,1966612.350000000093132,1803562.119999999878928,1982035.960000000195578,1645516.800000000046566,13781072.400000000372529
20170824,2012606.920000000158325,2588772.000000000000000,1773652.820000000065193,1961659.150000000139698,1802818.089999999850988,1987240.000000000000000,1621193.000000000000000,13747944.980000000447035
20170825,2020062.160000000149012,2557869.450000000186265,1778878.399999999906868,1966736.179999999934807,1806042.219999999739230,1983260.440000000176951,1617959.199999999953434,13730811.049999998882413
20170828,2040406.119999999878928,2571856.919999999925494,1782555.659999999916181,1977261.729999999981374,1806290.229999999748543,1990709.360000000102445,1621614.800000000046566,13790697.820000000298023
20170829,2058601.959999999962747,2607747.250000000000000,1770169.099999999860302,1973670.660000000149012,1811746.449999999720603,2007443.919999999925494,1668997.000000000000000,13898379.339999997988343
20170830,2064161.799999999813735,2607421.959999999962747,1788748.939999999944121,1975528.110000000102445,1835555.410000000149012,1998770.520000000018626,1681651.000000000000000,13951840.739999998360872
20170831,2072375.199999999953434,2598747.559999999590218,1837133.939999999944121,1980976.630000000121072,1854404.169999999692664,2029586.600000000093132,1683338.199999999953434,14056565.299999998882413
20170901,2073007.000000000000000,2606012.370000000111759,1851649.439999999944121,1978995.350000000093132,1833819.339999999850988,2038260.000000000000000,1658030.199999999953434,14039776.699999999254942
20170905,2048114.080000000074506,2569905.179999999701977,1791071.420000000158325,1970203.419999999925494,1825635.009999999776483,2033770.239999999990687,1563687.599999999860302,13802389.949999999254942
20170906,2045965.959999999962747,2544098.839999999850988,1787974.780000000027940,1959306.380000000121072,1820426.800000000046566,2024280.520000000018626,1541191.600000000093132,13723247.879999998956919
20170907,2037752.559999999823049,2562423.509999999776483,1782749.199999999953434,1980109.820000000298023,1843739.739999999990687,2022137.679999999934807,1546393.800000000046566,13775309.310000000521541
20170908,2004519.879999999888241,2589205.719999999739230,1787394.159999999916181,1977757.050000000279397,1834811.380000000121072,2017852.000000000000000,1540348.000000000000000,13751891.190000001341105
20170911,2040785.199999999953434,2608831.549999999813735,1842553.060000000055879,2000294.110000000102445,1854156.160000000149012,2036525.320000000065193,1541613.399999999906868,13924761.800000000745058
20170912,2032698.160000000149012,2608723.120000000111759,1888615.580000000074506,1935902.510000000242144,1852172.080000000074506,2014994.879999999888241,1544706.600000000093132,13877815.930000001564622
20170913,2017408.600000000093132,2623361.169999999925494,1915517.639999999897555,1944199.120000000111759,1865316.609999999636784,2023770.320000000065193,1550611.800000000046566,13940188.259999999776483
20170914,2000097.280000000027940,2659143.069999999366701,1929839.599999999860302,1944199.120000000111759,1854404.169999999692664,2017647.919999999925494,1590823.399999999906868,13996157.560000000521541
20170915,2020314.879999999888241,2700021.179999999701977,1925581.719999999972060,1943208.479999999981374,1867796.709999999962747,2022239.719999999972060,1589979.800000000046566,14069145.490000000223517
20170918,2005025.319999999832362,2744260.620000000111759,1923065.699999999953434,1940236.560000000288710,1864076.559999999823049,2022341.760000000009313,1585621.199999999953434,14084630.719999998807907
20170919,2005783.479999999748543,2737537.959999999962747,1930807.300000000046566,1949523.810000000288710,1871020.839999999850988,1986219.600000000093132,1597994.000000000000000,14078889.989999998360872
20170920,1972171.719999999972060,2770066.959999999962747,1940677.839999999850988,1979862.160000000149012,1858620.339999999850988,1997444.000000000000000,1604321.000000000000000,14123167.019999999552965
20170921,1938307.239999999757856,2776355.900000000372529,1938161.820000000065193,1969336.610000000102445,1840515.609999999636784,1991933.840000000083819,1609945.000000000000000,14064559.019999999552965
20170922,1919353.239999999757856,2780801.530000000260770,1928291.280000000027940,1967850.650000000139698,1845475.809999999823049,1969689.120000000111759,1617115.600000000093132,14028580.229999998584390
20170925,1902421.000000000000000,2757705.939999999478459,1938742.439999999944121,1935035.699999999953434,1816954.660000000149012,1956628.000000000000000,1606992.400000000139698,13914483.139999998733401
20170926,1935148.239999999757856,2750983.280000000260770,1911453.300000000046566,1899001.169999999925494,1816954.660000000149012,1966321.799999999813735,1613038.199999999953434,13892903.649999998509884
20170927,1948921.479999999748543,2768115.219999999739230,1896357.180000000167638,1907669.270000000251457,1831587.249999999767169,1984586.960000000195578,1647625.800000000046566,13984866.160000000149012
20170928,1936917.280000000027940,2757163.790000000037253,1903518.159999999916181,1950266.790000000270084,1832083.270000000018626,2001015.399999999906868,1628785.400000000139698,14009753.090000001713634
20170929,1947531.520000000018626,2756513.209999999962747,1908163.120000000111759,1940236.560000000288710,1847459.889999999664724,1998464.399999999906868,1632159.800000000046566,14030531.500000001862645
