代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13765232.529999999329448
真實報酬,3765232.529999999329448

夏普值報酬,0.367823253000000
夏普值風險,0.105276604388226
夏普值,3.493874590061687

預期報酬,17725.801347158932913
風險,227972.588888460770249
趨勢值,0.077754090671978
找到最佳解世代,1597
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,6
AAPL[0](1),DIS[6](5),HD[9](4),INTC[11](11),NKE[19](3),UNH[23](2),
20150115,2111886.399999999906868,1981966.059999999823049,2117327.500000000000000,2259893.500000000000000,2120337.910000000149012,2320084.200000000186265,12911499.570000000298023
20150116,2095477.299999999813735,1999401.040000000037253,2182516.209999999962747,2276129.200000000186265,2124449.740000000223517,2349179.299999999813735,13027156.789999999105930
20150120,2149449.399999999906868,1990158.399999999906868,2164280.139999999664724,2253649.000000000000000,2138612.710000000428408,2345847.799999999813735,13042001.449999999254942
20150121,2165858.500000000000000,1978184.979999999981374,2170149.219999999739230,2278002.549999999813735,2136328.360000000335276,2428024.799999999813735,13156552.410000000149012
20150122,2222203.000000000000000,1998770.860000000102445,2223390.160000000149012,2304853.899999999441206,2189782.150000000372529,2528636.099999999627471,13467640.169999999925494
20150123,2233669.600000000093132,1989738.280000000027940,2208717.459999999962747,2276129.200000000186265,2196635.200000000186265,2487547.599999999627471,13392441.339999997988343
20150126,2236042.000000000000000,1994989.780000000027940,2229468.849999999627471,2236164.400000000372529,2201203.900000000372529,2478885.700000000186265,13376758.630000002682209
20150127,2157752.799999999813735,1973983.780000000027940,2204315.649999999441206,2135003.500000000000000,2158714.990000000223517,2443349.700000000186265,13073124.420000001788139
20150128,2279733.700000000186265,1946675.979999999981374,2195512.029999999329448,2109401.049999999813735,2131759.660000000149012,2408924.200000000186265,13072010.619999997317791
20150129,2350708.000000000000000,1958229.280000000027940,2255879.709999999962747,2136252.400000000372529,2167395.520000000018626,2429579.500000000000000,13298048.410000000149012
20150130,2316308.199999999720603,1910755.719999999739230,2188804.509999999776483,2063191.750000000000000,2107545.550000000279397,2359840.099999999627471,12946449.830000000074506
20150202,2345370.100000000093132,1931131.540000000037253,2189014.120000000111759,2101283.200000000186265,2099778.760000000242144,2382938.500000000000000,13049520.220000000670552
20150203,2345765.500000000000000,1976714.559999999823049,2247914.529999999329448,2104405.450000000186265,2132673.400000000372529,2394487.700000000186265,13201965.140000000596046
20150204,2363756.200000000186265,2127537.640000000130385,2272438.899999999441206,2098160.950000000186265,2113941.730000000447035,2396930.799999999813735,13372770.219999998807907
20150205,2371268.799999999813735,2156105.799999999813735,2284596.279999999329448,2119392.250000000000000,2132216.530000000260770,2416919.799999999813735,13480503.460000000894070
20150206,2351301.100000000093132,2143082.080000000074506,2285644.330000000074506,2079427.449999999720603,2097037.540000000270084,2389823.599999999627471,13346320.099999999627471
20150209,2366919.399999999906868,2136990.339999999850988,2270971.629999999888241,2056322.800000000046566,2082874.570000000298023,2365170.500000000000000,13279253.240000000223517
20150210,2412390.399999999906868,2140981.479999999981374,2319810.759999999776483,2104405.450000000186265,2118967.300000000279397,2420251.299999999813735,13516810.690000001341105
20150211,2468932.600000000093132,2139931.180000000167638,2312264.799999999813735,2095038.699999999720603,2086072.660000000149012,2439796.099999999627471,13542040.039999999105930
20150212,2500169.199999999720603,2175851.439999999944121,2351042.649999999441206,2131256.799999999813735,2101606.240000000223517,2439574.000000000000000,13699504.330000000074506
20150213,2512426.600000000093132,2188244.979999999981374,2345383.179999999701977,2145619.150000000372529,2102519.980000000447035,2430690.000000000000000,13724887.890000000596046
20150217,2527254.100000000093132,2187194.680000000167638,2347688.889999999664724,2169348.250000000000000,2098408.150000000372529,2437797.200000000186265,13767695.269999999552965
20150218,2544849.399999999906868,2181733.120000000111759,2347479.279999999329448,2139999.100000000558794,2138612.710000000428408,2438019.299999999813735,13790696.910000000149012
20150219,2539511.500000000000000,2182363.299999999813735,2325470.229999999515712,2136252.400000000372529,2140440.190000000409782,2443793.899999999441206,13767835.519999999552965
20150220,2560270.000000000000000,2196227.259999999776483,2352719.529999999329448,2148741.399999999441206,2168766.130000000353903,2501317.799999999813735,13928046.119999997317791
20150223,2629465.000000000000000,2205469.899999999906868,2353557.969999999739230,2108152.149999999441206,2170593.610000000335276,2585271.599999999627471,14052514.229999998584390
20150224,2613055.899999999906868,2198747.979999999981374,2447253.639999999664724,2148741.399999999441206,2179731.010000000242144,2563727.900000000372529,14151261.829999998211861
20150225,2546233.299999999813735,2217653.379999999888241,2438030.799999999813735,2120016.700000000186265,2211711.910000000149012,2533078.099999999627471,14066728.189999999478459
20150226,2578458.399999999906868,2196437.319999999832362,2418537.069999999366701,2101283.200000000186265,2215823.740000000223517,2524416.200000000186265,14034959.929999999701977
20150227,2539709.200000000186265,2186354.439999999944121,2405331.639999999664724,2076305.199999999953434,2218564.960000000428408,2523749.899999999441206,13950019.339999999850988
20150302,2552164.300000000279397,2224375.299999999813735,2434048.209999999962747,2126885.650000000372529,2256028.300000000279397,2540851.599999999627471,14134357.360000001266599
20150303,2557502.200000000186265,2234038.060000000055879,2433000.160000000149012,2129383.450000000186265,2238210.370000000111759,2506648.200000000186265,14098786.440000001341105
20150304,2541290.799999999813735,2217653.379999999888241,2405541.250000000000000,2130632.349999999627471,2227702.360000000335276,2527969.799999999813735,14050793.940000001341105
20150305,2499180.699999999720603,2206310.140000000130385,2429646.399999999441206,2106278.799999999813735,2249175.250000000000000,2549513.500000000000000,14040108.789999999105930
20150306,2502937.000000000000000,2180892.879999999888241,2399043.339999999850988,2072558.499999999767169,2213996.260000000242144,2507092.399999999441206,13876524.379999998956919
20150309,2513612.799999999813735,2211141.520000000018626,2415812.139999999664724,2043209.349999999860302,2225874.880000000353903,2551956.599999999627471,13961611.290000000968575
20150310,2461617.700000000186265,2165558.500000000000000,2359427.049999999813735,1979515.449999999953434,2204858.860000000335276,2497764.200000000186265,13668745.759999997913837
20150311,2416739.799999999813735,2161357.299999999813735,2370117.160000000149012,2018855.799999999813735,2177903.530000000260770,2503538.799999999813735,13648516.390000000596046
20150312,2460431.500000000000000,2251262.979999999981374,2433628.990000000223517,1923314.949999999953434,2216737.480000000447035,2551512.399999999441206,13836892.300000000745058
20150313,2443429.300000000279397,2235928.600000000093132,2406798.910000000149012,1931432.800000000046566,2188868.410000000149012,2559730.099999999627471,13766192.120000001043081
20150316,2470316.500000000000000,2255464.180000000167638,2442013.389999999664724,1925188.299999999813735,2203031.380000000353903,2632356.799999999813735,13928374.550000000745058
20150317,2511635.800000000279397,2246851.719999999739230,2422729.269999999552965,1910201.500000000000000,2205315.730000000447035,2611923.599999999627471,13908661.619999999180436
20150318,2539906.899999999906868,2268067.779999999795109,2433209.769999999552965,1928935.000000000000000,2227702.360000000335276,2664339.200000000186265,14062165.009999997913837
20150319,2520730.000000000000000,2255464.180000000167638,2413925.649999999441206,1919568.249999999767169,2245977.160000000149012,2682107.200000000186265,14037776.439999997615814
20150320,2489098.000000000000000,2277730.540000000037253,2462764.779999999329448,1955161.899999999906868,2329584.370000000111759,2646127.000000000000000,14160470.589999999850988
20150323,2514996.699999999720603,2273319.279999999795109,2433000.160000000149012,1948292.949999999953434,2317705.750000000000000,2643906.000000000000000,14131224.839999999850988
20150324,2504716.299999999813735,2250002.620000000111759,2434677.040000000037253,1922690.500000000000000,2299430.950000000186265,2623472.799999999813735,14034994.210000000894070
20150325,2439277.600000000093132,2205679.959999999962747,2382903.370000000111759,1866490.000000000000000,2261510.740000000223517,2588381.000000000000000,13744246.669999999925494
20150326,2456279.799999999813735,2210721.399999999906868,2355444.459999999962747,1878354.549999999813735,2269277.530000000260770,2581940.099999999627471,13752021.839999997988343
20150327,2436707.500000000000000,2215762.839999999850988,2386676.349999999627471,1998248.949999999953434,2281613.020000000018626,2621029.700000000186265,13940042.359999999403954
20150330,2498389.899999999906868,2229206.680000000167638,2402816.319999999366701,1964528.649999999906868,2304913.390000000130385,2687437.599999999627471,14087296.539999999105930
20150331,2460036.100000000093132,2203369.299999999813735,2381436.099999999627471,1952664.099999999860302,2292121.030000000260770,2627248.500000000000000,13916879.129999998956919
20150401,2456477.500000000000000,2214922.600000000093132,2371374.819999999366701,1923939.399999999906868,2274303.100000000093132,2608592.099999999627471,13849613.519999997690320
20150402,2477631.399999999906868,2226685.959999999962747,2400929.830000000074506,1923939.399999999906868,2276587.450000000186265,2606593.200000000186265,13912371.239999998360872
20150406,2517764.500000000000000,2218913.739999999757856,2409523.839999999850988,1938301.750000000000000,2278414.930000000167638,2614144.599999999627471,13977067.359999999403954
20150407,2491272.700000000186265,2214712.540000000037253,2395899.189999999478459,1952039.650000000139698,2275673.710000000428408,2606371.099999999627471,13935972.890000000596046
20150408,2483167.000000000000000,2234248.120000000111759,2422938.879999999888241,1955161.899999999906868,2303542.780000000260770,2625027.500000000000000,14024090.179999999701977
20150409,2502146.200000000186265,2242860.580000000074506,2401558.660000000149012,1950790.749999999767169,2300801.560000000055879,2633023.099999999627471,14031184.849999999627471
20150410,2512822.000000000000000,2246641.660000000149012,2415602.529999999329448,1993877.800000000046566,2283897.370000000111759,2643017.599999999627471,14095862.959999999031425
20150413,2507879.500000000000000,2237399.020000000018626,2398833.729999999515712,1981388.800000000046566,2267906.920000000391155,2651235.299999999813735,14044647.269999999552965
20150414,2497006.000000000000000,2240549.919999999925494,2390658.939999999478459,1966401.999999999767169,2273846.230000000447035,2663450.799999999813735,14031917.890000000596046
20150415,2506495.600000000093132,2247271.839999999850988,2378082.339999999850988,2050078.299999999813735,2280699.280000000260770,2605704.799999999813735,14068336.160000000149012
20150416,2494435.899999999906868,2270798.560000000055879,2376405.459999999962747,2052576.099999999860302,2282069.890000000130385,2700763.599999999627471,14177053.509999999776483
20150417,2466362.500000000000000,2241180.100000000093132,2349784.990000000223517,2027598.099999999860302,2251459.600000000093132,2636576.700000000186265,13972965.989999998360872
20150420,2522707.000000000000000,2273319.279999999795109,2365715.349999999627471,2043833.799999999813735,2284354.240000000223517,2633689.399999999441206,14123623.070000000298023
20150421,2509065.699999999720603,2261976.040000000037253,2372213.259999999776483,2025100.300000000046566,2291207.290000000037253,2649236.399999999441206,14108802.989999998360872
20150422,2542872.399999999906868,2267437.600000000093132,2368440.279999999329448,2041960.450000000186265,2288009.200000000186265,2616587.700000000186265,14125311.629999998956919
20150423,2563630.899999999906868,2289703.959999999962747,2388772.450000000186265,2020104.699999999953434,2309938.960000000428408,2626582.200000000186265,14198737.170000001788139
20150424,2575690.600000000093132,2300837.140000000130385,2383322.589999999850988,2003244.549999999813735,2306284.000000000000000,2636132.500000000000000,14205515.379999998956919
20150427,2622545.500000000000000,2314070.919999999925494,2334902.679999999701977,2029471.449999999953434,2305827.130000000353903,2581718.000000000000000,14188539.679999999701977
20150428,2581226.200000000186265,2309029.479999999981374,2317924.269999999552965,2061942.850000000093132,2281156.150000000372529,2611701.500000000000000,14162984.449999999254942
20150429,2543267.799999999813735,2306718.819999999832362,2278727.200000000186265,2053825.000000000000000,2288466.070000000298023,2523305.700000000186265,13994314.589999999850988
20150430,2474270.500000000000000,2283822.279999999795109,2242464.669999999925494,2032593.699999999720603,2257855.780000000260770,2474221.599999999627471,13765232.529999999329448
