代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13908485.259999999776483
真實報酬,3908485.259999999776483

夏普值報酬,0.382148526000000
夏普值風險,0.088919970266424
夏普值,4.297668171221827

預期報酬,15560.306889271463660
風險,229274.821691541117616
趨勢值,0.067867490963337
找到最佳解世代,2178
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
INTC[11](11),MRK[17](28),MSFT[18](2),NKE[19](3),V[25](1),
20180731,2526260.419999999925494,2057472.400000000139698,2848159.910000000149012,2966614.320000000298023,2615027.840000000316650,13013534.890000000596046
20180801,2563550.330000000074506,2045603.099999999860302,2853529.710000000428408,2990914.680000000633299,2643905.080000000074506,13097502.900000000372529
20180802,2598739.399999999441206,2037169.649999999906868,2888164.919999999925494,3033729.600000000558794,2656718.159999999683350,13214521.730000000447035
20180803,2606617.549999999813735,2059346.500000000232831,2900783.950000000186265,3037201.080000000074506,2673929.759999999776483,13277878.839999999850988
20180806,2589285.620000000111759,2068404.649999999906868,2903200.359999999869615,3066901.520000000484288,2671826.120000000111759,13299618.269999999552965
20180807,2610294.020000000484288,2079649.250000000000000,2923337.109999999869615,3106244.959999999962747,2682726.800000000279397,13402252.140000000596046
20180808,2623949.480000000447035,2083085.099999999860302,2939715.000000000000000,3105087.799999999813735,2690376.400000000372529,13442213.779999999329448
20180809,2633403.259999999776483,2061532.949999999953434,2944547.820000000298023,3134402.520000000484288,2677563.319999999832362,13451449.870000001043081
20180810,2565651.169999999925494,2063719.399999999674037,2926558.990000000223517,3113959.360000000335276,2672208.600000000093132,13342097.519999999552965
20180813,2544642.770000000484288,2084022.149999999906868,2905348.280000000260770,3091587.600000000558794,2681388.120000000111759,13306988.920000001788139
20180814,2527310.839999999850988,2075901.049999999813735,2941594.430000000167638,3091201.879999999888241,2691906.319999999832362,13327914.519999999552965
20180815,2492646.980000000447035,2104324.900000000372529,2890581.330000000074506,3069215.839999999850988,2675842.159999999683350,13232611.210000000894070
20180816,2477415.890000000596046,2150552.700000000186265,2890044.350000000093132,3087730.400000000372529,2689802.680000000167638,13295546.020000001415610
20180817,2473739.419999999925494,2157112.049999999813735,2888433.410000000149012,3076158.799999999813735,2702807.000000000465661,13298250.679999999701977
20180820,2442226.820000000298023,2191782.900000000372529,2869370.620000000577420,3169888.760000000707805,2695348.640000000130385,13368617.740000002086163
20180821,2501050.339999999850988,2160547.900000000372529,2845475.010000000242144,3199589.200000000186265,2678137.040000000037253,13384799.489999998360872
20180822,2471113.370000000111759,2156487.350000000558794,2874471.930000000167638,3187631.879999999888241,2699173.439999999944121,13388877.970000000670552
20180823,2467436.899999999441206,2154300.900000000372529,2887896.430000000167638,3198046.320000000298023,2717532.479999999981374,13425213.030000001192093
20180824,2503151.179999999701977,2156487.350000000558794,2910449.590000000316650,3180303.200000000186265,2757692.879999999888241,13508084.199999999254942
20180827,2539390.669999999925494,2154925.599999999627471,2942668.390000000130385,3188017.600000000558794,2780641.680000000167638,13605643.940000001341105
20180828,2550945.290000000037253,2143681.000000000000000,2960388.730000000447035,3185317.559999999590218,2776816.879999999888241,13617149.460000000894070
20180829,2560399.070000000298023,2149303.299999999813735,3007642.970000000204891,3193417.680000000633299,2811813.800000000279397,13722576.820000000298023
20180830,2533613.360000000335276,2140869.850000000558794,3005763.540000000502914,3139802.600000000558794,2806267.840000000316650,13626317.190000001341105
20180831,2543592.349999999627471,2142431.599999999627471,3015966.160000000149012,3170660.200000000186265,2809136.439999999944121,13681786.749999998137355
20180904,2518907.480000000447035,2122441.200000000186265,2999319.780000000260770,3070373.000000000000000,2826539.280000000260770,13537580.740000002086163
20180905,2506302.440000000409782,2143368.650000000372529,2912866.000000000000000,3082716.040000000037253,2728433.159999999683350,13373686.290000000968575
20180906,2482142.780000000260770,2167107.250000000000000,2919578.250000000000000,3101230.600000000558794,2763430.080000000074506,13433488.960000000894070
20180907,2439600.770000000484288,2176165.400000000372529,2905348.280000000260770,3097373.400000000372529,2738568.879999999888241,13357056.730000000447035
20180910,2431722.620000000111759,2172729.549999999813735,2936761.609999999869615,3166803.000000000000000,2755398.000000000465661,13463414.779999999329448
20180911,2359768.849999999627471,2157736.750000000000000,2986700.750000000000000,3187246.160000000149012,2782362.840000000316650,13473815.349999999627471
20180912,2359768.849999999627471,2182100.049999999813735,2999319.780000000260770,3201517.799999999813735,2803016.759999999776483,13545723.240000000223517
20180913,2393382.290000000037253,2212398.000000000000000,3031538.580000000074506,3219646.639999999664724,2823288.200000000186265,13680253.710000000894070
20180914,2391806.660000000149012,2185848.250000000000000,3043889.120000000577420,3220418.080000000074506,2827304.240000000223517,13669266.350000001490116
20180917,2385504.140000000596046,2199591.650000000372529,3010864.850000000093132,3211546.520000000484288,2795558.400000000372529,13603065.560000000521541
20180918,2421218.419999999925494,2199591.650000000372529,3039593.280000000260770,3288690.520000000484288,2823288.200000000186265,13772382.070000000298023
20180919,2423844.469999999739230,2185848.250000000000000,2999051.290000000502914,3256675.760000000707805,2819272.159999999683350,13684691.929999999701977
20180920,2478991.520000000484288,2210836.250000000000000,3049258.919999999925494,3292933.440000000409782,2854077.840000000316650,13886097.970000000670552
20180921,2450630.179999999701977,2220831.450000000186265,3067784.730000000447035,3299876.400000000372529,2869568.280000000260770,13908691.040000002831221
20180924,2463760.429999999701977,2210836.250000000000000,3078792.820000000298023,3250504.240000000223517,2851591.720000000204891,13855485.460000000894070
20180925,2411239.429999999701977,2206775.700000000186265,3072886.040000000502914,3270561.680000000633299,2860580.000000000465661,13822042.850000001490116
20180926,2400210.020000000484288,2196780.500000000000000,3060267.010000000242144,3228518.200000000186265,2854651.560000000055879,13740427.290000000968575
20180927,2409663.799999999813735,2208962.150000000372529,3071812.080000000074506,3260918.680000000633299,2868994.560000000055879,13820351.270000001415610
20180928,2483718.410000000149012,2215833.849999999627471,3070738.120000000577420,3267861.639999999664724,2870333.240000000223517,13908485.259999999776483
