代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12994266.060000000521541
真實報酬,2994266.060000000521541

夏普值報酬,0.290726606000000
夏普值風險,0.073787545994108
夏普值,3.940049802214815

預期報酬,11779.977527124558037
風險,161118.670342054887442
趨勢值,0.073113671445498
找到最佳解世代,1976
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](2),KO[14](12),TRV[22](3),V[25](5),WMT[28](8),
20121228,2549922.439999999478459,2059547.280000000027940,2457815.000000000000000,2554828.639999999664724,2288757.560000000521541,11910870.919999999925494
20121231,2600374.040000000037253,2075579.239999999990687,2477824.999999999534339,2605705.120000000111759,2309745.799999999813735,12069229.199999999254942
20130102,2668904.129999999888241,2152876.190000000409782,2513705.000000000000000,2671019.520000000484288,2343936.320000000298023,12350441.160000000149012
20130103,2661336.389999999664724,2152876.190000000409782,2533025.000000000000000,2673082.080000000074506,2329041.440000000409782,12349361.100000001490116
20130104,2656291.229999999515712,2156311.609999999403954,2555105.000000000000000,2694395.200000000186265,2337842.959999999962747,12399946.000000000000000
20130107,2641996.610000000335276,2135699.089999999850988,2520605.000000000000000,2713645.759999999776483,2315500.640000000596046,12327447.100000001490116
20130108,2657972.950000000186265,2120812.269999999552965,2525090.000000000000000,2739084.000000000000000,2321932.520000000484288,12364891.739999998360872
20130109,2655870.799999999813735,2120239.700000000186265,2550965.000000000000000,2781022.720000000670552,2321255.479999999515712,12429353.699999999254942
20130110,2674790.149999999441206,2116231.709999999962747,2568560.000000000000000,2759022.080000000074506,2314146.560000000521541,12432750.500000000000000
20130111,2678153.589999999850988,2113368.859999999403954,2582360.000000000000000,2770022.400000000372529,2323286.599999999627471,12467191.449999999254942
20130114,2668904.129999999888241,2117949.419999999925494,2585810.000000000000000,2761084.639999999664724,2312115.440000000409782,12445863.629999998956919
20130115,2688664.339999999850988,2136844.230000000447035,2606855.000000000000000,2757647.040000000037253,2335134.799999999813735,12525145.410000000149012
20130116,2684880.469999999739230,2136844.230000000447035,2606510.000000000000000,2753521.919999999925494,2342920.759999999776483,12524677.380000000819564
20130117,2734911.639999999664724,2147723.059999999590218,2618585.000000000000000,2748021.759999999776483,2330734.040000000037253,12579975.500000000000000
20130118,2752569.700000000186265,2158601.890000000596046,2632730.000000000000000,2720520.959999999962747,2342582.240000000223517,12607004.790000000968575
20130122,2764341.740000000223517,2125965.400000000372529,2689310.000000000000000,2733583.839999999850988,2355446.000000000000000,12668646.980000000447035
20130123,2794192.269999999552965,2125965.400000000372529,2678615.000000000000000,2733583.839999999850988,2352399.320000000298023,12684755.830000000074506
20130124,2831610.540000000037253,2124820.259999999776483,2694140.000000000000000,2742521.600000000558794,2362554.919999999925494,12755647.320000000298023
20130125,2851370.750000000000000,2121384.839999999850988,2703110.000000000000000,2747334.240000000223517,2335811.839999999850988,12759011.669999999925494
20130128,2841280.429999999701977,2119094.559999999590218,2668610.000000000000000,2687520.000000000000000,2347660.040000000037253,12664165.029999997466803
20130129,2825304.089999999850988,2142569.929999999701977,2684480.000000000000000,2693020.160000000149012,2365940.120000000111759,12711314.300000000745058
20130130,2826985.809999999590218,2147150.490000000223517,2676545.000000000000000,2664144.320000000298023,2361200.839999999850988,12676026.460000000894070
20130131,2813532.049999999813735,2132263.669999999925494,2706905.000000000000000,2714333.280000000260770,2367971.240000000223517,12735005.240000000223517
20130201,2829508.389999999664724,2149440.769999999552965,2756240.000000000000000,2725333.600000000558794,2386251.320000000298023,12846774.080000000074506
20130204,2789987.969999999739230,2138561.940000000409782,2691035.000000000000000,2692332.639999999664724,2357138.599999999627471,12669056.150000000372529
20130205,2791249.259999999776483,2183794.969999999739230,2713460.000000000000000,2741834.080000000074506,2395729.879999999888241,12826068.189999997615814
20130206,2803021.299999999813735,2193528.660000000149012,2724155.000000000000000,2764522.240000000223517,2414009.959999999962747,12899237.160000000149012
20130207,2787885.820000000298023,2227882.859999999403954,2729675.000000000000000,2699895.360000000335276,2411301.799999999813735,12856640.839999999850988
20130208,2817315.919999999925494,2219866.879999999888241,2720705.000000000000000,2712270.720000000670552,2419764.799999999813735,12889923.320000000298023
20130211,2790828.830000000074506,2210705.759999999776483,2732780.000000000000000,2686832.479999999515712,2417056.640000000596046,12838203.710000000894070
20130212,2830349.250000000000000,2150585.910000000149012,2756585.000000000000000,2695082.720000000670552,2417056.640000000596046,12849659.520000001415610
20130213,2835814.839999999850988,2130545.959999999962747,2759690.000000000000000,2660019.200000000186265,2416718.120000000111759,12802788.120000001043081
20130214,2831190.110000000335276,2109360.870000000111759,2771765.000000000000000,2680644.799999999813735,2397422.479999999515712,12790383.260000001639128
20130215,2838757.849999999627471,2142569.929999999701977,2773490.000000000000000,2715708.320000000298023,2345967.440000000409782,12816493.539999999105930
20130219,2840019.139999999664724,2156884.179999999701977,2780735.000000000000000,2708833.120000000111759,2327687.360000000335276,12814158.800000000745058
20130220,2793351.410000000149012,2160319.599999999627471,2763830.000000000000000,2671019.520000000484288,2342920.759999999776483,12731441.290000000968575
20130221,2706742.830000000074506,2159174.459999999962747,2773145.000000000000000,2706083.040000000037253,2378465.360000000335276,12723610.690000001341105
20130222,2757194.429999999701977,2205552.629999999888241,2794880.000000000000000,2740459.040000000037253,2383204.640000000596046,12881290.740000000223517
20130225,2687403.049999999813735,2159747.030000000260770,2734160.000000000000000,2679269.759999999776483,2384558.719999999739230,12645138.559999998658895
20130226,2840439.570000000298023,2182077.259999999776483,2761415.000000000000000,2712958.240000000223517,2407239.560000000521541,12904129.630000000819564
20130227,2861461.070000000298023,2201544.640000000596046,2786945.000000000000000,2748021.759999999776483,2425858.160000000149012,13023830.630000000819564
20130228,2879959.990000000223517,2217004.030000000260770,2774525.000000000000000,2726708.639999999664724,2396068.400000000372529,12994266.060000000521541
