代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14097037.039999999105930
真實報酬,4097037.039999999105930

夏普值報酬,0.401003704000000
夏普值風險,0.098432202881019
夏普值,4.073907646715148

預期報酬,16592.493686422538303
風險,120088.998551129305270
趨勢值,0.138168307560314
找到最佳解世代,2335
找到最佳解實驗#,1
找到最佳解次數,48

stock[index](rank)
投資組合檔數,8
AAPL[0](9),BA[2](3),DD[7](10),KO[14](11),MCD[15](2),MMM[16](6),UNH[23](4),V[25](1),
20170725,1648440.640000000130385,1705886.620000000111759,1460297.690000000176951,1363963.219999999972060,1633547.149999999906868,1395740.000000000000000,1487111.600000000093132,1601981.369999999878928,12296968.289999999105930
20170726,1656210.880000000121072,1874415.329999999841675,1450940.900000000139698,1379037.719999999972060,1607258.510000000009313,1393220.000000000000000,1489845.100000000093132,1615759.429999999934807,12466687.869999999180436
20170727,1624914.080000000074506,1935034.280000000027940,1443884.959999999962747,1390494.339999999850988,1611776.869999999878928,1400360.000000000000000,1475630.900000000139698,1595252.550000000046566,12477347.980000002309680
20170728,1613474.560000000055879,1937202.110000000102445,1434681.560000000055879,1387177.949999999953434,1600480.969999999972060,1398050.000000000000000,1492969.100000000093132,1588523.730000000214204,12452559.980000000447035
20170731,1605164.719999999972060,1946756.620000000111759,1403236.610000000102445,1382052.620000000111759,1593189.979999999981374,1408200.000000000000000,1498123.700000000186265,1595092.340000000083819,12431816.589999999850988
20170801,1619410.160000000149012,1922509.040000000037253,1413053.570000000298023,1377831.760000000009313,1581894.080000000074506,1422270.000000000000000,1501403.899999999906868,1616079.850000000093132,12454452.359999999403954
20170802,1695925.439999999944121,1910545.829999999841675,1404617.120000000111759,1374515.370000000111759,1608080.030000000027940,1437880.000000000000000,1507417.600000000093132,1622648.460000000195578,12561629.849999999627471
20170803,1678982.000000000000000,1912954.530000000027940,1385596.760000000009313,1376927.290000000037253,1588877.000000000000000,1453350.000000000000000,1521241.300000000279397,1611593.970000000204891,12529522.850000001490116
20170804,1687831.439999999944121,1908618.870000000111759,1400475.590000000083819,1371801.959999999962747,1579634.899999999906868,1453560.000000000000000,1522100.400000000139698,1616400.270000000018626,12540423.429999999701977
20170807,1713948.080000000074506,1928851.949999999953434,1395413.720000000204891,1376022.820000000065193,1591444.250000000000000,1452090.000000000000000,1521319.400000000139698,1626012.869999999878928,12605103.089999999850988
20170808,1727653.920000000158325,1922990.780000000027940,1385136.590000000083819,1374816.860000000102445,1590930.800000000046566,1445020.000000000000000,1522256.600000000093132,1622648.460000000195578,12591454.009999999776483
20170809,1738230.080000000074506,1881320.270000000018626,1387130.660000000149012,1374515.370000000111759,1590930.800000000046566,1445370.000000000000000,1521709.900000000139698,1617681.949999999953434,12556889.029999999329448
20170810,1676284.000000000000000,1869838.800000000046566,1378540.820000000298023,1379037.719999999972060,1608388.100000000093132,1443620.000000000000000,1504059.300000000046566,1593970.869999999878928,12453739.609999999403954
20170811,1699594.719999999972060,1885896.800000000046566,1381915.400000000139698,1374515.370000000111759,1615371.020000000251457,1441870.000000000000000,1507573.800000000279397,1603583.470000000204891,12510320.580000001937151
20170814,1725171.760000000009313,1904122.630000000121072,1385136.590000000083819,1380846.659999999916181,1614960.260000000009313,1451600.000000000000000,1512962.700000000186265,1632100.850000000093132,12606901.450000001117587
20170815,1744057.760000000009313,1920341.209999999962747,1390812.020000000251457,1392604.769999999785796,1618657.100000000093132,1450270.000000000000000,1519132.600000000093132,1644276.810000000055879,12680152.269999999552965
20170816,1737042.959999999962747,1907655.390000000130385,1396794.230000000214204,1392906.260000000009313,1631801.420000000158325,1455450.000000000000000,1513431.300000000279397,1655331.300000000046566,12690412.860000001266599
20170817,1703695.680000000167638,1891597.390000000130385,1380074.720000000204891,1382655.599999999860302,1621429.729999999981374,1437460.000000000000000,1505074.600000000093132,1636746.939999999944121,12558734.660000000149012
20170818,1699810.560000000055879,1893042.610000000102445,1384983.200000000186265,1376927.290000000037253,1620094.760000000009313,1424720.000000000000000,1490391.800000000046566,1642354.290000000270084,12532324.510000001639128
20170821,1696680.880000000121072,1892320.000000000000000,1394953.550000000046566,1377228.780000000027940,1626256.160000000149012,1431860.000000000000000,1499841.900000000139698,1653729.199999999953434,12572870.470000000670552
20170822,1724416.320000000065193,1924998.030000000027940,1415047.640000000130385,1374816.860000000102445,1639400.479999999981374,1438230.000000000000000,1521397.500000000000000,1667347.050000000046566,12705653.880000000819564
20170823,1726574.719999999972060,1911669.890000000130385,1410752.720000000204891,1373007.919999999925494,1630877.210000000195578,1418700.000000000000000,1517102.000000000232831,1653088.360000000102445,12641772.820000000298023
20170824,1718912.400000000139698,1916888.739999999990687,1405690.850000000093132,1369088.549999999813735,1626769.610000000102445,1414850.000000000000000,1521085.100000000093132,1653729.199999999953434,12627014.449999999254942
20170825,1725279.680000000167638,1894006.089999999850988,1409832.380000000121072,1373912.389999999897555,1630979.899999999906868,1414920.000000000000000,1518039.200000000186265,1655811.929999999934807,12622781.570000000298023
20170828,1742654.800000000046566,1904363.500000000000000,1412746.790000000037253,1369390.040000000037253,1639708.550000000046566,1417230.000000000000000,1523740.500000000232831,1662700.960000000195578,12672535.140000000596046
20170829,1758195.280000000027940,1930939.489999999990687,1402929.830000000074506,1370294.510000000009313,1636730.540000000037253,1420450.000000000000000,1536548.899999999906868,1662540.750000000000000,12718629.299999998882413
20170830,1762943.760000000009313,1930698.620000000111759,1417655.270000000251457,1368485.570000000065193,1638270.890000000130385,1425840.000000000000000,1529910.400000000139698,1661899.910000000149012,12735704.420000001788139
20170831,1769958.560000000055879,1924275.419999999925494,1456002.770000000251457,1373309.409999999916181,1642789.250000000000000,1430250.000000000000000,1553496.600000000093132,1658535.500000000000000,12808617.509999999776483
20170901,1770498.160000000149012,1929654.850000000093132,1467507.020000000251457,1380243.679999999934807,1641146.210000000195578,1424930.000000000000000,1560135.100000000093132,1664623.480000000214204,12838738.500000000000000
20170905,1749237.920000000158325,1902918.280000000027940,1419495.950000000186265,1384464.540000000037253,1633855.219999999972060,1406870.000000000000000,1556698.700000000186265,1650364.790000000270084,12703905.400000000372529
20170906,1747403.280000000027940,1883809.260000000009313,1417041.709999999962747,1385670.500000000000000,1624818.500000000000000,1414360.000000000000000,1549435.400000000139698,1653088.360000000102445,12675627.009999999776483
20170907,1740388.479999999981374,1897378.270000000018626,1412900.180000000167638,1395318.179999999934807,1642070.420000000158325,1431230.000000000000000,1547795.300000000046566,1675197.340000000083819,12742278.169999999925494
20170908,1712005.520000000018626,1917209.900000000139698,1416581.540000000037253,1395921.159999999916181,1640119.310000000055879,1439840.000000000000000,1544515.100000000093132,1673114.610000000102445,12739307.139999998733401
20170911,1742978.560000000055879,1931742.390000000130385,1460297.690000000176951,1402553.939999999944121,1658808.890000000130385,1466930.000000000000000,1558807.400000000139698,1700670.730000000214204,12922789.600000001490116
20170912,1736071.680000000167638,1931662.100000000093132,1496804.510000000009313,1408583.739999999990687,1605410.090000000083819,1467490.000000000000000,1542328.300000000046566,1701631.989999999990687,12889982.410000002011657
20170913,1723013.360000000102445,1942501.250000000000000,1518125.720000000204891,1413106.089999999850988,1612290.320000000065193,1466440.000000000000000,1549044.900000000139698,1695544.010000000009313,12920065.650000000372529
20170914,1708228.320000000065193,1968996.949999999953434,1529476.580000000074506,1390192.849999999860302,1612290.320000000065193,1480020.000000000000000,1544358.899999999906868,1699549.260000000009313,12933113.179999999701977
20170915,1725495.520000000018626,1999266.280000000027940,1526102.000000000000000,1392303.280000000027940,1611468.800000000046566,1493460.000000000000000,1547873.400000000139698,1687052.880000000121072,12983022.160000000149012
20170918,1712437.199999999953434,2032024.600000000093132,1524107.930000000167638,1390192.849999999860302,1609004.240000000223517,1496330.000000000000000,1547951.500000000000000,1679523.010000000009313,12991571.330000000074506
20170919,1713084.719999999972060,2027046.620000000111759,1530243.530000000260770,1386273.479999999981374,1616705.990000000223517,1494930.000000000000000,1520304.100000000093132,1688815.189999999944121,12977403.629999998956919
20170920,1684378.000000000000000,2051133.620000000111759,1538066.420000000158325,1380243.679999999934807,1641865.040000000037253,1473580.000000000000000,1528895.100000000093132,1688815.189999999944121,12986977.049999998882413
20170921,1655455.439999999944121,2055790.440000000176951,1536072.350000000093132,1368787.059999999823049,1633136.390000000130385,1473090.000000000000000,1524677.700000000186265,1687213.090000000083819,12934222.469999998807907
20170922,1639267.439999999944121,2059082.329999999841675,1528249.459999999962747,1371500.469999999972060,1631904.110000000102445,1475330.000000000000000,1507651.900000000139698,1691218.340000000083819,12904204.049999998882413
20170925,1624806.160000000149012,2041980.560000000055879,1536532.520000000251457,1377530.269999999785796,1604691.260000000009313,1475120.000000000000000,1497655.100000000093132,1650525.000000000000000,12808840.869999999180436
20170926,1652757.439999999944121,2037002.579999999841675,1514904.530000000260770,1373912.389999999897555,1574808.469999999972060,1477220.000000000000000,1505074.600000000093132,1649243.320000000065193,12784923.330000000074506
20170927,1664520.719999999972060,2049688.400000000139698,1502940.110000000102445,1345873.820000000065193,1581996.770000000251457,1466370.000000000000000,1519054.500000000232831,1664463.270000000018626,12794907.589999999850988
20170928,1654268.320000000065193,2041579.110000000102445,1508615.540000000037253,1354014.049999999813735,1617322.130000000121072,1466860.000000000000000,1531628.600000000093132,1675517.760000000009313,12849805.509999999776483
20170929,1663333.600000000093132,2041097.370000000111759,1512296.900000000139698,1357028.949999999953434,1609004.240000000223517,1469310.000000000000000,1529676.100000000093132,1675517.760000000009313,12857264.919999999925494
20171002,1659988.080000000074506,2055388.989999999990687,1538219.810000000055879,1350697.659999999916181,1611879.560000000055879,1489330.000000000000000,1542094.000000000000000,1689295.820000000065193,12936893.920000001788139
20171003,1667218.719999999972060,2051133.620000000111759,1536992.690000000176951,1362455.769999999785796,1610852.660000000149012,1502000.000000000000000,1551387.900000000139698,1691698.970000000204891,12973740.330000001937151
20171004,1656426.719999999972060,2053542.320000000065193,1538986.760000000009313,1371801.959999999962747,1614446.810000000055879,1515650.000000000000000,1565836.399999999906868,1687213.090000000083819,13003904.060000000521541
20171005,1677039.439999999944121,2078673.089999999850988,1550337.620000000111759,1372404.939999999944121,1630774.520000000251457,1514600.000000000000000,1545686.600000000093132,1702112.619999999878928,13071628.829999998211861
20171006,1676068.160000000149012,2076184.099999999860302,1555706.270000000251457,1371500.469999999972060,1638989.719999999972060,1515650.000000000000000,1546936.200000000186265,1709962.910000000149012,13090997.829999998211861
20171009,1681895.840000000083819,2074658.589999999850988,1565830.010000000009313,1369088.549999999813735,1644329.600000000093132,1516770.000000000000000,1533190.600000000093132,1714448.790000000270084,13100211.980000000447035
20171010,1682543.360000000102445,2095052.250000000000000,1563375.770000000251457,1382957.089999999850988,1649053.340000000083819,1517260.000000000000000,1520538.400000000139698,1719255.090000000083819,13130035.300000000745058
20171011,1689558.160000000149012,2099147.040000000037253,1564449.500000000000000,1389891.360000000102445,1675444.670000000158325,1515580.000000000000000,1525068.199999999953434,1737358.820000000065193,13196497.750000000000000
20171012,1683622.560000000055879,2102920.669999999925494,1559694.410000000149012,1390192.849999999860302,1683249.110000000102445,1523140.000000000000000,1506792.800000000046566,1732071.890000000130385,13181684.290000000968575
20171013,1694306.640000000130385,2093526.739999999990687,1560307.970000000204891,1392303.280000000027940,1698241.850000000093132,1524050.000000000000000,1503668.800000000279397,1740883.439999999944121,13207288.720000000670552
20171016,1725495.520000000018626,2085578.030000000027940,1549417.280000000260770,1405568.839999999850988,1694545.010000000009313,1531050.000000000000000,1508979.600000000093132,1735115.880000000121072,13235750.160000000149012
20171017,1731862.800000000046566,2076505.260000000009313,1548343.550000000046566,1402553.939999999944121,1698549.920000000158325,1524260.000000000000000,1592468.500000000000000,1722939.920000000158325,13297483.890000000596046
20171018,1724200.479999999981374,2087906.440000000176951,1546196.090000000083819,1398936.059999999823049,1702349.450000000186265,1527900.000000000000000,1602933.899999999906868,1727105.380000000121072,13317527.800000000745058
20171019,1683406.719999999972060,2079877.440000000176951,1548496.940000000176951,1404664.370000000111759,1709845.820000000065193,1534690.000000000000000,1587470.100000000093132,1714609.000000000000000,13263060.390000000596046
20171020,1686320.560000000055879,2125723.030000000260770,1554939.320000000298023,1398333.080000000074506,1707792.020000000251457,1549250.000000000000000,1620584.500000000232831,1723100.130000000121072,13366042.640000000596046
20171023,1685457.199999999953434,2106212.559999999590218,1562915.600000000093132,1396524.139999999897555,1677395.780000000027940,1550860.000000000000000,1616835.699999999953434,1722779.710000000195578,13318980.689999999478459
20171024,1695493.760000000009313,2135759.280000000260770,1569818.150000000139698,1392303.280000000027940,1682941.040000000037253,1642560.000000000000000,1625739.100000000093132,1736878.189999999944121,13481492.800000000745058
20171025,1688047.280000000027940,2074899.460000000195578,1552945.250000000000000,1388383.909999999916181,1679860.340000000083819,1663770.000000000000000,1621131.200000000186265,1754180.869999999878928,13423218.310000000521541
20171026,1698839.280000000027940,2081724.109999999869615,1595741.060000000055879,1393810.729999999981374,1684276.010000000009313,1630590.000000000000000,1633549.100000000093132,1759147.380000000121072,13477677.669999999925494
20171027,1759706.160000000149012,2059162.619999999878928,1584543.590000000083819,1388986.889999999897555,1698447.229999999981374,1643190.000000000000000,1660493.600000000093132,1757705.489999999990687,13552235.580000000074506
20171030,1799312.800000000046566,2081563.530000000027940,1565830.010000000009313,1382655.599999999860302,1707073.189999999944121,1617150.000000000000000,1635423.500000000000000,1762992.420000000158325,13552001.049999998882413
20171031,1824350.239999999990687,2071366.700000000186265,1579635.110000000102445,1386273.479999999981374,1714056.110000000102445,1611340.000000000000000,1641905.800000000046566,1762031.160000000149012,13590958.600000001490116
20171101,1801147.439999999944121,2075541.780000000027940,1601569.880000000121072,1380846.659999999916181,1708510.850000000093132,1611270.000000000000000,1636516.900000000139698,1779494.050000000046566,13594897.560000000521541
20171102,1814313.680000000167638,2108701.549999999813735,1573652.900000000139698,1383258.580000000074506,1726276.219999999972060,1625620.000000000000000,1648778.600000000093132,1778052.160000000149012,13658653.689999999478459
20171103,1861690.560000000055879,2101636.030000000260770,1554479.150000000139698,1385971.989999999990687,1731924.170000000158325,1625550.000000000000000,1662602.300000000046566,1784140.140000000130385,13707994.340000001713634
20171106,1880576.560000000055879,2120263.309999999590218,1534385.060000000055879,1370897.489999999990687,1746506.149999999906868,1612180.000000000000000,1656744.800000000046566,1793111.900000000139698,13714665.270000001415610
20171107,1886620.080000000074506,2136803.049999999813735,1554018.980000000214204,1385067.519999999785796,1753694.450000000186265,1610360.000000000000000,1661274.600000000093132,1795835.470000000204891,13783674.150000000372529
20171108,1902052.640000000130385,2132306.809999999590218,1546809.650000000139698,1392303.280000000027940,1746814.219999999972060,1608820.000000000000000,1646201.300000000279397,1801923.449999999953434,13777231.349999999627471
20171109,1898167.520000000018626,2109263.580000000074506,1534078.280000000260770,1393810.729999999981374,1714980.320000000065193,1598740.000000000000000,1652371.200000000186265,1796636.520000000018626,13698048.150000002235174
20171110,1885109.199999999953434,2094409.930000000167638,1528402.850000000093132,1403156.919999999925494,1700501.030000000027940,1592160.000000000000000,1648544.300000000046566,1792471.060000000055879,13644755.290000000968575
20171113,1877554.800000000046566,2107015.459999999962747,1539140.150000000139698,1408583.739999999990687,1718779.850000000093132,1597550.000000000000000,1660962.199999999953434,1784780.980000000214204,13694367.179999999701977
20171114,1849171.840000000083819,2101716.320000000298023,1497878.240000000223517,1429989.530000000027940,1726378.910000000149012,1605320.000000000000000,1653542.700000000186265,1794073.160000000149012,13658070.699999999254942
20171115,1824781.920000000158325,2110548.219999999739230,1506621.470000000204891,1411297.150000000139698,1718266.399999999906868,1591810.000000000000000,1639094.200000000186265,1766356.830000000074506,13568776.189999999478459
20171116,1846581.760000000009313,2117292.580000000074506,1543895.240000000223517,1403458.409999999916181,1726173.530000000027940,1605950.000000000000000,1649012.900000000139698,1778693.000000000000000,13671057.419999999925494
20171117,1836329.360000000102445,2105730.820000000298023,1545275.750000000000000,1378133.250000000000000,1712105.000000000000000,1605530.000000000000000,1639406.600000000093132,1759467.800000000046566,13581978.580000000074506
20171120,1834494.719999999972060,2124759.549999999813735,1547729.990000000223517,1370596.000000000000000,1714261.490000000223517,1620440.000000000000000,1642140.100000000093132,1761550.530000000027940,13615972.379999998956919
20171121,1868597.439999999944121,2143707.990000000223517,1556626.610000000102445,1380243.679999999934807,1728330.020000000251457,1638640.000000000000000,1660493.600000000093132,1785582.030000000027940,13762221.369999999180436
20171122,1888238.880000000121072,2128934.629999999888241,1542207.950000000186265,1382052.620000000111759,1736031.770000000251457,1621070.000000000000000,1649715.800000000046566,1775488.800000000046566,13723740.450000001117587
20171124,1888346.800000000046566,2134795.799999999813735,1554479.150000000139698,1383258.580000000074506,1736647.910000000149012,1619670.000000000000000,1659790.699999999953434,1793912.949999999953434,13770901.889999998733401
20171127,1878849.840000000083819,2132387.099999999627471,1531930.820000000298023,1383861.559999999823049,1735107.560000000055879,1638010.000000000000000,1658931.600000000093132,1800481.560000000055879,13759560.039999999105930
20171128,1867842.000000000000000,2151736.990000000223517,1552945.250000000000000,1381751.129999999888241,1759547.780000000027940,1649420.000000000000000,1688141.000000000000000,1816182.140000000130385,13867566.290000000968575
20171129,1829098.719999999972060,2162254.980000000447035,1567977.470000000204891,1371801.959999999962747,1750202.990000000223517,1666080.000000000000000,1740780.400000000139698,1760108.640000000130385,13848305.160000002011657
20171130,1854675.760000000009313,2222472.480000000447035,1571965.610000000102445,1379942.189999999944121,1766017.250000000000000,1701990.000000000000000,1782095.300000000046566,1803845.970000000204891,14083004.560000002384186
20171201,1846042.160000000149012,2178955.299999999813735,1551104.570000000298023,1385971.989999999990687,1775259.350000000093132,1688060.000000000000000,1771239.400000000139698,1774046.910000000149012,13970679.680000001564622
20171204,1832552.160000000149012,2231866.410000000149012,1575646.970000000204891,1393810.729999999981374,1752462.170000000158325,1674830.000000000000000,1729377.800000000046566,1721177.610000000102445,13911723.850000001490116
20171205,1830825.439999999944121,2212355.940000000409782,1562762.209999999962747,1394715.199999999953434,1776491.630000000121072,1667830.000000000000000,1718990.500000000232831,1739601.760000000009313,13903572.679999999701977
20171206,1824026.479999999981374,2234275.110000000335276,1552638.470000000204891,1400443.510000000009313,1781523.439999999944121,1670700.000000000000000,1717819.000000000000000,1758186.119999999878928,13939612.129999998956919
20171207,1827372.000000000000000,2263982.410000000149012,1559080.850000000093132,1380243.679999999934807,1775670.110000000102445,1682110.000000000000000,1719459.100000000093132,1784780.980000000214204,13992699.129999998956919
20171208,1827911.600000000093132,2295536.379999999888241,1545122.360000000102445,1366073.650000000139698,1778134.670000000158325,1666920.000000000000000,1748824.699999999953434,1804006.179999999934807,14032529.539999999105930
20171211,1863525.199999999953434,2273536.919999999925494,1546809.650000000139698,1366676.629999999888241,1779161.570000000065193,1675110.000000000000000,1739921.300000000279397,1800321.350000000093132,14045062.620000001043081
20171212,1853056.959999999962747,2327973.540000000037253,1546349.480000000214204,1365470.669999999925494,1768687.189999999944121,1656070.000000000000000,1737734.500000000232831,1817784.239999999990687,14073126.580000000074506
20171213,1859208.400000000139698,2343228.639999999664724,1541287.610000000102445,1383861.559999999823049,1782242.270000000251457,1673780.000000000000000,1752261.100000000093132,1815381.090000000083819,14151250.669999999925494
20171214,1858668.800000000046566,2359607.799999999813735,1536072.350000000093132,1387780.929999999934807,1778031.979999999981374,1666570.000000000000000,1728050.100000000093132,1809132.900000000139698,14123914.859999999403954
20171215,1877554.800000000046566,2360089.540000000037253,1529169.800000000046566,1392604.769999999785796,1787479.460000000195578,1666010.000000000000000,1732501.800000000046566,1823551.800000000046566,14168961.970000000670552
20171218,1903995.199999999953434,2377753.339999999850988,1559541.020000000251457,1384766.030000000027940,1788917.119999999878928,1668950.000000000000000,1739140.300000000046566,1819226.130000000121072,14242289.140000002458692
20171219,1883706.239999999990687,2386665.530000000260770,1560154.580000000074506,1390795.830000000074506,1780599.229999999981374,1668740.000000000000000,1734220.000000000000000,1796636.520000000018626,14201517.929999999701977
20171220,1881655.760000000009313,2391884.379999999888241,1556933.390000000130385,1389288.379999999888241,1768071.050000000046566,1658450.000000000000000,1736875.400000000139698,1796316.100000000093132,14179474.459999999031425
20171221,1888778.479999999981374,2368841.149999999441206,1564909.670000000158325,1374816.860000000102445,1764784.969999999972060,1643470.000000000000000,1731486.500000000000000,1800962.189999999944121,14138049.819999998435378
20171222,1888778.479999999981374,2369403.180000000633299,1575186.800000000046566,1374515.370000000111759,1760369.300000000046566,1643120.000000000000000,1718287.600000000093132,1805448.070000000065193,14135108.800000000745058
20171226,1840862.000000000000000,2371490.719999999739230,1560614.750000000000000,1381148.150000000139698,1759034.330000000074506,1648160.000000000000000,1715163.600000000093132,1810254.369999999878928,14086727.919999998062849
20171227,1841185.760000000009313,2373578.259999999776483,1560614.750000000000000,1384766.030000000027940,1773205.550000000046566,1653410.000000000000000,1721567.800000000046566,1826756.000000000000000,14135084.150000000372529
20171228,1846365.920000000158325,2379439.430000000633299,1562148.650000000139698,1378434.739999999990687,1777621.219999999972060,1650050.000000000000000,1739921.300000000279397,1832042.929999999934807,14166024.190000001341105
20171229,1826400.719999999972060,2367877.669999999925494,1555706.270000000251457,1383258.580000000074506,1767557.600000000093132,1647600.000000000000000,1721880.200000000186265,1826756.000000000000000,14097037.039999999105930
