代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13671357.699999999254942
真實報酬,3671357.699999999254942

夏普值報酬,0.358435770000000
夏普值風險,0.085637460979165
夏普值,4.185502067689809

二次趨勢線,-7.465713393925220 x^2 + 15997.879580251252264 x + 10000000.000000000000000
二次平均預期報酬,14116.519804982095593
風險,164632.463207392749609
二次平均趨勢值,0.085745663582759
一次趨勢線,14589.664957211767614 x + 10000000.000000000000000
一次預期報酬,14589.664957211767614
一次風險,172906.745488133019535
一次趨勢值,0.084378807293051
找到最佳解世代,1970
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](1),KO[14](11),TRV[22](4),V[25](2),WMT[28](7),
FS( 193 ),2930843.779999999329448,2283062.120000000111759,2374271.100000000093132,2649754.020000000018626,2552792.599999999627471,12790723.619999999180436
FS( 194 ),2911016.959999999962747,2268101.120000000111759,2369547.289999999571592,2653845.669999999925494,2519010.830000000074506,12721521.869999999180436
FS( 195 ),2913050.479999999515712,2253738.559999999590218,2373180.990000000223517,2632569.090000000316650,2508432.700000000186265,12680971.820000000298023
FS( 196 ),2883564.439999999478459,2260321.400000000372529,2432773.669999999925494,2689852.189999999944121,2527200.349999999627471,12793712.049999998882413
FS( 197 ),2900340.979999999515712,2247155.719999999739230,2454212.500000000465661,2730768.689999999944121,2527541.580000000074506,12860019.469999998807907
FS( 198 ),2963888.479999999515712,2295030.919999999925494,2487279.169999999925494,2761046.900000000372529,2564053.190000000409782,13071298.660000000149012
FS( 199 ),3022860.559999999590218,2281266.799999999813735,2492002.979999999981374,2746316.959999999962747,2542214.469999999739230,13084661.769999999552965
FS( 200 ),2994899.659999999217689,2295030.919999999925494,2488369.280000000260770,2738951.989999999757856,2524811.740000000223517,13042063.589999999850988
FS( 201 ),2992357.759999999776483,2311188.799999999813735,2487642.539999999571592,2734860.340000000316650,2523446.820000000298023,13049496.259999999776483
FS( 202 ),3023368.939999999478459,2305204.400000000372529,2479285.030000000260770,2757773.580000000074506,2537778.480000000447035,13103410.429999999701977
FS( 203 ),3013709.719999999739230,2312385.679999999701977,2487279.169999999925494,2753681.929999999701977,2550745.219999999739230,13117801.719999998807907
FS( 204 ),3020827.040000000037253,2275880.839999999850988,2493093.089999999850988,2761865.229999999981374,2540508.320000000298023,13092174.519999999552965
FS( 205 ),3019301.899999999441206,2281266.799999999813735,2486189.060000000055879,2736497.000000000000000,2550403.990000000223517,13073658.750000000000000
FS( 206 ),3036078.439999999478459,2254935.439999999478459,2488369.280000000260770,2752863.600000000093132,2534024.950000000186265,13066271.710000000894070
FS( 207 ),3008117.540000000037253,2259722.959999999962747,2462933.379999999888241,2711128.770000000018626,2531636.339999999850988,12973538.990000000223517
FS( 208 ),3044212.519999999552965,2292637.160000000149012,2485825.689999999944121,2739770.319999999832362,2524470.509999999776483,13086916.199999999254942
FS( 209 ),3069123.139999999664724,2269896.439999999478459,2480375.140000000130385,2747135.290000000037253,2518328.370000000111759,13084858.379999998956919
FS( 210 ),3079290.740000000223517,2296826.240000000223517,2509808.109999999869615,2797053.419999999925494,2526859.120000000111759,13209837.629999998956919
FS( 211 ),3067089.620000000111759,2294432.480000000447035,2496363.419999999925494,2782323.479999999981374,2516622.219999999739230,13156831.219999998807907
FS( 212 ),3140296.339999999850988,2288448.080000000074506,2507627.890000000130385,2833878.270000000018626,2531977.570000000298023,13302228.150000000372529
FS( 213 ),3138771.200000000186265,2293834.040000000037253,2517438.879999999888241,2857609.840000000316650,2549721.530000000260770,13357375.490000002086163
FS( 214 ),3212994.679999999701977,2308795.040000000037253,2527613.240000000223517,2869884.790000000037253,2563711.959999999962747,13482999.710000000894070
FS( 215 ),3145888.519999999552965,2308795.040000000037253,2526886.500000000465661,2837969.919999999925494,2567806.719999999739230,13387346.699999999254942
FS( 216 ),3098609.179999999701977,2307598.160000000149012,2518892.359999999869615,2797871.750000000000000,2529930.190000000409782,13252901.640000000596046
FS( 217 ),3037095.200000000186265,2279471.480000000447035,2521799.320000000298023,2810965.030000000260770,2573607.629999999888241,13222938.660000000149012
FS( 218 ),2999983.459999999962747,2280668.359999999403954,2513078.439999999944121,2844516.559999999590218,2559617.200000000186265,13197864.019999999552965
FS( 219 ),3027944.360000000335276,2287849.639999999664724,2497090.160000000149012,2846153.220000000204891,2586915.599999999627471,13245952.980000000447035
FS( 220 ),3083357.779999999329448,2281865.240000000223517,2535970.750000000465661,2861701.489999999757856,2632640.419999999925494,13395535.679999999701977
FS( 221 ),3094033.759999999776483,2268101.120000000111759,2561406.649999999906868,2887888.049999999813735,2624450.899999999441206,13435880.479999996721745
FS( 222 ),3120977.899999999441206,2258526.080000000074506,2593746.580000000074506,2916529.600000000093132,2628545.660000000149012,13518325.820000000298023
FS( 223 ),3141821.479999999515712,2264510.480000000447035,2686769.299999999813735,2902617.989999999757856,2612507.849999999627471,13608227.099999999627471
FS( 224 ),3146396.899999999441206,2238179.120000000111759,2671144.390000000130385,2863338.150000000372529,2580432.230000000447035,13499490.790000000968575
FS( 225 ),3154022.599999999627471,2228005.639999999664724,2688586.149999999906868,2843698.229999999981374,2581455.919999999925494,13495768.539999999105930
FS( 226 ),3139279.580000000074506,2190902.359999999403954,2666420.580000000074506,2795416.759999999776483,2551086.450000000186265,13343105.730000000447035
FS( 227 ),3115385.719999999739230,2207060.240000000223517,2659153.180000000167638,2792143.439999999944121,2553133.830000000074506,13326876.410000000149012
FS( 228 ),3074715.319999999366701,2219627.480000000447035,2620635.959999999962747,2814238.350000000093132,2570195.330000000074506,13299412.439999999478459
FS( 229 ),3052346.599999999627471,2216635.279999999329448,2600287.240000000223517,2829786.619999999646097,2563029.500000000000000,13262085.239999998360872
FS( 230 ),3120469.519999999552965,2225013.439999999478459,2577758.299999999813735,2838788.250000000000000,2559958.429999999701977,13321987.939999997615814
FS( 231 ),3165206.959999999962747,2233990.040000000037253,2551959.030000000260770,2943534.489999999757856,2506385.320000000298023,13401075.839999999850988
FS( 232 ),3153005.839999999850988,2219029.040000000037253,2529793.459999999962747,2933714.530000000260770,2483181.679999999701977,13318724.550000000745058
FS( 233 ),3171307.519999999552965,2200477.400000000372529,2511261.589999999850988,2895253.020000000018626,2495807.190000000409782,13274106.719999998807907
FS( 234 ),3183508.639999999664724,2239376.000000000000000,2549778.810000000055879,2943534.489999999757856,2516963.450000000186265,13433161.390000000596046
FS( 235 ),3151480.700000000186265,2197485.199999999254942,2496726.789999999571592,2916529.600000000093132,2494783.500000000000000,13257005.789999999105930
FS( 236 ),3094033.759999999776483,2175941.359999999403954,2507264.520000000018626,2906709.640000000130385,2473286.009999999776483,13157235.289999999105930
FS( 237 ),3099117.559999999590218,2171752.279999999329448,2506537.780000000260770,2923894.569999999832362,2467485.099999999627471,13168787.289999999105930
FS( 238 ),3109285.159999999217689,2159185.040000000037253,2486552.430000000167638,2930441.209999999962747,2473286.009999999776483,13158749.849999999627471
FS( 239 ),3222145.519999999552965,2163972.559999999590218,2479285.030000000260770,2914074.609999999869615,2450423.599999999627471,13229901.319999998435378
FS( 240 ),3125044.939999999478459,2154995.959999999962747,2473471.109999999869615,2863338.150000000372529,2433362.099999999627471,13050212.259999999776483
FS( 241 ),3113860.580000000074506,2180130.439999999478459,2482555.359999999869615,2864156.479999999981374,2344983.530000000260770,12985686.390000000596046
FS( 242 ),3158089.639999999664724,2187910.160000000149012,2494546.570000000298023,2919802.919999999925494,2321438.660000000149012,13081787.949999999254942
FS( 243 ),3219603.620000000111759,2228604.080000000074506,2526886.500000000465661,2979541.009999999776483,2355220.429999999701977,13309855.640000000596046
FS( 244 ),3244514.240000000223517,2229202.519999999552965,2530520.200000000186265,2994270.950000000186265,2354537.969999999739230,13353045.879999998956919
FS( 245 ),3258240.500000000000000,2237580.679999999701977,2551595.660000000149012,3000817.590000000316650,2350784.440000000409782,13399018.870000001043081
FS( 246 ),3295352.239999999292195,2269896.439999999478459,2589749.509999999776483,3030277.470000000204891,2395485.570000000298023,13580761.229999998584390
FS( 247 ),3287726.540000000037253,2235785.359999999403954,2574851.339999999850988,3012274.209999999962747,2385589.899999999441206,13496227.349999997764826
FS( 248 ),3261799.159999999217689,2239376.000000000000000,2573761.229999999981374,3003272.580000000074506,2371599.469999999739230,13449808.439999997615814
FS( 249 ),3295860.620000000111759,2247754.160000000149012,2578485.039999999571592,3013092.540000000037253,2407769.849999999627471,13542962.209999999031425
FS( 250 ),3265866.199999999254942,2272290.199999999254942,2586479.180000000167638,3031914.129999999888241,2416983.059999999590218,13573532.769999995827675
FS( 251 ),3308061.739999999292195,2269298.000000000000000,2573397.859999999869615,3063010.669999999925494,2457589.429999999701977,13671357.699999999254942
